"ISIC Rev. 4","CPC 2.1","CPA 2.1","Review","Redundancy","Unmatched","NoMatchFromA","NoMatchFromB","ISIC Rev. 4_Description","CPC 2.1_CPC21title","CPA 2.1_Name","CPA 2.1_Include","CPA 2.1_Exclude","CPA 2.1_URI","ISIC Rev. 4_ISIC4partial","ISIC Rev. 4_CPC21partial","CPA 2.1_CPA 2.1 label","CPA 2.1_CPC 2.1 label","CPA 2.1_Count of CPA 2.1","CPA 2.1_Count of CPC 2.1","CPA 2.1_Comment"
"6120","84131","61.20.12","0","0","0","0","0","Wireless telecommunications activities","Mobile voice services","Mobile voice services","This subcategory includes:
- provision of access to, and use of, switched or non-switched networks for the transmission of voice telephony using portable handsets or devices such as cellular phones, mobile phones, satellite phones, smart phones, and similar devices","This subcategory excludes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client, see 61.20.11
- provision by a telecommunication carrier of wireless facilities to originate, terminate, or transit calls for another telecommunications service provider, see 61.20.20
- provision of access to wireless facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis, see 61.20.30
- provision of wireless Internet telecommunications services compatible with portable handsets or similar devices, see 61.20.4","612012","1","0","Mobile voice services","Mobile voice services","1","1",""
"6120","84132","61.20.13","0","0","0","0","0","Wireless telecommunications activities","Mobile text services","Mobile text services","This subcategory includes:
- provision of access to SMS (short message service) to send and receive text messages on cellular phones, mobile phones, smart phones and similar devices","This subcategory excludes:
- provision of MMS (multimedia message service) services, see 61.20.14","612013","1","0","Mobile text services","Mobile text services","1","1",""
"6120","84133","61.20.14","0","0","0","0","0","Wireless telecommunications activities","Mobile data services, except text services","Mobile data services, except text services","This subcategory includes:
- provision of access to mobile data networks for mobile phones, smart phones, tablets, and similar devices to send and receive data (other than voice or text)","This subcategory excludes:
- provision of mobile voice communications services, see 61.20.12
- provision of SMS (short message service) services, see 61.20.13","612014","1","0","Mobile data services, except text services","Mobile data services, except text services","1","1",""
"6120","84110","61.20.20","1","0","0","0","0","Wireless telecommunications activities","Carrier services","Carrier services for wireless telecommunications","This subcategory includes:
- provision by a telecommunication carrier of wireless facilities to originate, terminate, or transit calls for another telecommunications service provider
- charging for interconnection, settlement or termination of domestic or international calls
- charging long-distance carriers for calls originating at a pay phone or within another carriers local network
- charging for jointly used facilities such as pole attachments
- charging for the exclusive use of circuits","This subcategory excludes:
- carriage of wireless Internet traffic by one ISP for another ISP, see 61.20.4","612020","1","1","Carrier services for wireless telecommunications","Carrier services","1","2",""
"6120","84150","61.20.30","1","0","0","0","0","Wireless telecommunications activities","Data transmission services","Data transmission services over wireless telecommunications networks","This subcategory includes:
- provision of access to wireless facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client, see 61.20.11","612030","1","1","Data transmission services over wireless telecommunications networks","Data transmission services","1","2",""
"6120","84221","61.20.41","1","0","0","0","0","Wireless telecommunications activities","Narrowband Internet access services","Narrow-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds below 256 Kbps. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612041","1","1","Narrow-band Internet access services over wireless networks","Narrowband Internet access services","1","2",""
"6120","84222","61.20.42","1","0","0","0","0","Wireless telecommunications activities","Broadband Internet access services","Broad-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds 256 Kbps and higher. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612042","1","1","Broad-band Internet access services over wireless networks","Broadband Internet access services","1","2",""
"6120","84290","61.20.49","1","0","0","0","0","Wireless telecommunications activities","Other Internet telecommunications services","Other wireless Internet telecommunications services","This subcategory includes:
- provision of wireless telecommunications services over the Internet other than Internet access
 
This includes services such as fax, telephony, audio conferencing and video conferencing over the Internet.","","612049","1","1","Other wireless Internet telecommunications services","Other Internet telecommunications services","1","2",""
"6120","84632","61.20.50","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, basic programming package","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, basic programming package","3","3",""
"6120","84633","61.20.50","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, discretionary programming package","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, discretionary programming package","3","3",""
"6120","84634","61.20.50","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, pay-per-view","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, pay-per-view","3","3",""
"6120","84190","61.30.10","1","0","0","0","0","Wireless telecommunications activities","Other telecommunications services","Satellite telecommunications services, except home programme distribution services via satellite","This subcategory includes:
- operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound and video using satellite telecommunications infrastructure","This subcategory excludes:
- home programme distribution services via satellite, see 61.30.20","613010","1","1","Satellite telecommunications services, except home programme distribution services via satellite","Other telecommunications services","1","2",""
"6120","84632","61.30.20","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, basic programming package","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, basic programming package","3","3",""
"6120","84633","61.30.20","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, discretionary programming package","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, discretionary programming package","3","3",""
"6120","84634","61.30.20","1","1","0","0","0","Wireless telecommunications activities","Home programme distribution services, pay-per-view","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, pay-per-view","3","3",""
"6120","84190","61.90.10","1","0","0","0","0","Wireless telecommunications activities","Other telecommunications services","Other telecommunications services","This subcategory includes:
- provision of specialised telecommunications applications, such as satellite tracking, communications telemetry, and radar station operations
- operation of satellite terminal stations and associated facilities operationally connected with one or more terrestrial communications systems and capable of transmitting telecommunications to or receiving telecommunications from satellite systems
- provision of Internet access over networks between the client and the ISP not owned or controlled by the ISP, such as dial-up Internet access etc.
- provision of telephone and Internet access in facilities open to the public
- provision of telecommunications services over existing telecom connections:
  • VOIP (Voice Over Internet Protocol) provision
- provision of network capacity without providing additional services
- provision of telecommunications services n.e.c., such as telegraph, telex and audio conferencing bridging services","","619010","1","1","Other telecommunications services","Other telecommunications services","1","2",""
"613","","","","0","1","1","","Satellite telecommunications activities","","","","","","","","","","","",""
"6130","84140","61.10.13","1","0","0","0","0","Satellite telecommunications activities","Private network services","Private network services for wired telecommunications systems","This subcategory includes: 
- provision of wired telecommunication link(s) between specified points for the exclusive use of the client","This subcategory excludes:
- provision of private links by a telecommunication carrier to a wired telecommunication service provider, see 61.10.20","611013","1","1","Private network services for wired telecommunications systems","Private network services","1","2",""
"6130","84150","61.10.30","1","0","0","0","0","Satellite telecommunications activities","Data transmission services","Data transmission services over wired telecommunications networks","This subcategory includes:
- provision of access to wired facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wired telecommunication link(s) between specified points for the exclusive use of the client, see 61.10.13","611030","1","1","Data transmission services over wired telecommunications networks","Data transmission services","1","2",""
"6130","84221","61.10.42","1","0","0","0","0","Satellite telecommunications activities","Narrowband Internet access services","Narrow-band Internet access services over wired networks","This subcategory includes:
- provision of a direct wired connection to the Internet at speeds below 256 Kbps. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support","","611042","1","1","Narrow-band Internet access services over wired networks","Narrowband Internet access services","1","2",""
"6130","84222","61.10.43","1","0","0","0","0","Satellite telecommunications activities","Broadband Internet access services","Broad-band Internet access services over wired networks","This subcategory includes:
- provision of a direct wired connection to the Internet at speeds 256 Kbps and higher. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","611043","1","1","Broad-band Internet access services over wired networks","Broadband Internet access services","1","2",""
"6130","84290","61.10.49","1","0","0","0","0","Satellite telecommunications activities","Other Internet telecommunications services","Other wired Internet telecommunications services","This subcategory includes:
- provision of wired telecommunications services over the Internet other than Internet access
 
This includes services such as fax, telephony, audio conferencing and video conferencing over the Internet.","","611049","1","1","Other wired Internet telecommunications services","Other Internet telecommunications services","1","2",""
"6130","84632","61.10.51","1","0","0","0","0","Satellite telecommunications activities","Home programme distribution services, basic programming package","Home programme distribution services over wired infrastructure, basic programming package","This subcategory includes:
- providing subscriber access to a basic range of programming services via wired infrastructure generally for a monthly fee
 
This package contains the minimum number of channels available to subscribers, as defined by each cable operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection to the network, or for reconnection to the network, are included here.","","611051","1","1","Home programme distribution services over wired infrastructure, basic programming package","Home programme distribution services, basic programming package","1","3",""
"6130","84633","61.10.52","1","0","0","0","0","Satellite telecommunications activities","Home programme distribution services, discretionary programming package","Home programme distribution services over wired infrastructure, discretionary programming package","This subcategory includes:
- providing subscriber programming services via wired infrastructure in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee
 
This programming service can be provided in bundles determined by the cable operator or by the subscriber.","","611052","1","1","Home programme distribution services over wired infrastructure, discretionary programming package","Home programme distribution services, discretionary programming package","1","3",""
"6130","84634","61.10.53","1","0","0","0","0","Satellite telecommunications activities","Home programme distribution services, pay-per-view","Home programme distribution services over wired infrastructure, pay-per-view","This subcategory includes:
- providing subscribers the ability to view a specific program (movie or event) via wired infrastructure from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","611053","1","1","Home programme distribution services over wired infrastructure, pay-per-view","Home programme distribution services, pay-per-view","1","3",""
"6130","84140","61.20.11","1","0","0","0","0","Satellite telecommunications activities","Private network services","Private network services for wireless telecommunications systems","This subcategory includes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client","This subcategory excludes:
- provision of private links by a wireless telecommunication carrier to a telecommunication service provider, see 61.20.20","612011","1","1","Private network services for wireless telecommunications systems","Private network services","1","2",""
"6130","84150","61.20.30","1","0","0","0","0","Satellite telecommunications activities","Data transmission services","Data transmission services over wireless telecommunications networks","This subcategory includes:
- provision of access to wireless facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client, see 61.20.11","612030","1","1","Data transmission services over wireless telecommunications networks","Data transmission services","1","2",""
"6130","84221","61.20.41","1","0","0","0","0","Satellite telecommunications activities","Narrowband Internet access services","Narrow-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds below 256 Kbps. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612041","1","1","Narrow-band Internet access services over wireless networks","Narrowband Internet access services","1","2",""
"6130","84222","61.20.42","1","0","0","0","0","Satellite telecommunications activities","Broadband Internet access services","Broad-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds 256 Kbps and higher. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612042","1","1","Broad-band Internet access services over wireless networks","Broadband Internet access services","1","2",""
"6130","84290","61.20.49","1","0","0","0","0","Satellite telecommunications activities","Other Internet telecommunications services","Other wireless Internet telecommunications services","This subcategory includes:
- provision of wireless telecommunications services over the Internet other than Internet access
 
This includes services such as fax, telephony, audio conferencing and video conferencing over the Internet.","","612049","1","1","Other wireless Internet telecommunications services","Other Internet telecommunications services","1","2",""
"6130","84632","61.20.50","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, basic programming package","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, basic programming package","3","3",""
"6130","84633","61.20.50","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, discretionary programming package","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, discretionary programming package","3","3",""
"6130","84634","61.20.50","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, pay-per-view","Home programme distribution services over wireless networks","","","612050","1","1","Home programme distribution services over wireless networks","Home programme distribution services, pay-per-view","3","3",""
"6130","84190","61.30.10","1","0","0","0","0","Satellite telecommunications activities","Other telecommunications services","Satellite telecommunications services, except home programme distribution services via satellite","This subcategory includes:
- operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound and video using satellite telecommunications infrastructure","This subcategory excludes:
- home programme distribution services via satellite, see 61.30.20","613010","1","1","Satellite telecommunications services, except home programme distribution services via satellite","Other telecommunications services","1","2",""
"6130","84632","61.30.20","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, basic programming package","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, basic programming package","3","3",""
"6130","84633","61.30.20","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, discretionary programming package","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, discretionary programming package","3","3",""
"6130","84634","61.30.20","1","1","0","0","0","Satellite telecommunications activities","Home programme distribution services, pay-per-view","Home programme distribution services via satellite","This subcategory includes:
- providing subscriber access to a basic range of programming services via satellite generally for a monthly fee. This package contains the minimum number of channels available to subscribers, as defined by each satellite operator, and must be purchased to obtain any higher-level programming package. Charges for initial connection or for reconnection are included here.
- providing subscriber programming services via satellite in addition to those included in the basic package for a fee separate from, and in addition to, the basic monthly fee. This programming service can be provided in bundles determined by the cable, satellite or MDS operator, in bundles determined by the subscriber, or a la carte.
- providing subscribers the ability to view a specific program (movie or event) via satellite from his home for a fee separate from, and in addition to, the monthly fee for basic or discretionary programming packages","","613020","1","1","Home programme distribution services via satellite","Home programme distribution services, pay-per-view","3","3",""
"6130","84190","61.90.10","1","0","0","0","0","Satellite telecommunications activities","Other telecommunications services","Other telecommunications services","This subcategory includes:
- provision of specialised telecommunications applications, such as satellite tracking, communications telemetry, and radar station operations
- operation of satellite terminal stations and associated facilities operationally connected with one or more terrestrial communications systems and capable of transmitting telecommunications to or receiving telecommunications from satellite systems
- provision of Internet access over networks between the client and the ISP not owned or controlled by the ISP, such as dial-up Internet access etc.
- provision of telephone and Internet access in facilities open to the public
- provision of telecommunications services over existing telecom connections:
  • VOIP (Voice Over Internet Protocol) provision
- provision of network capacity without providing additional services
- provision of telecommunications services n.e.c., such as telegraph, telex and audio conferencing bridging services","","619010","1","1","Other telecommunications services","Other telecommunications services","1","2",""
"619","","","","0","1","1","","Other telecommunications activities","","","","","","","","","","","",""
"6190","84140","61.10.13","1","0","0","0","0","Other telecommunications activities","Private network services","Private network services for wired telecommunications systems","This subcategory includes: 
- provision of wired telecommunication link(s) between specified points for the exclusive use of the client","This subcategory excludes:
- provision of private links by a telecommunication carrier to a wired telecommunication service provider, see 61.10.20","611013","1","1","Private network services for wired telecommunications systems","Private network services","1","2",""
"6190","84150","61.10.30","1","0","0","0","0","Other telecommunications activities","Data transmission services","Data transmission services over wired telecommunications networks","This subcategory includes:
- provision of access to wired facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wired telecommunication link(s) between specified points for the exclusive use of the client, see 61.10.13","611030","1","1","Data transmission services over wired telecommunications networks","Data transmission services","1","2",""
"6190","84221","61.10.42","1","0","0","0","0","Other telecommunications activities","Narrowband Internet access services","Narrow-band Internet access services over wired networks","This subcategory includes:
- provision of a direct wired connection to the Internet at speeds below 256 Kbps. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support","","611042","1","1","Narrow-band Internet access services over wired networks","Narrowband Internet access services","1","2",""
"6190","84222","61.10.43","1","0","0","0","0","Other telecommunications activities","Broadband Internet access services","Broad-band Internet access services over wired networks","This subcategory includes:
- provision of a direct wired connection to the Internet at speeds 256 Kbps and higher. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","611043","1","1","Broad-band Internet access services over wired networks","Broadband Internet access services","1","2",""
"6190","84290","61.10.49","1","0","0","0","0","Other telecommunications activities","Other Internet telecommunications services","Other wired Internet telecommunications services","This subcategory includes:
- provision of wired telecommunications services over the Internet other than Internet access
 
This includes services such as fax, telephony, audio conferencing and video conferencing over the Internet.","","611049","1","1","Other wired Internet telecommunications services","Other Internet telecommunications services","1","2",""
"6190","84140","61.20.11","1","0","0","0","0","Other telecommunications activities","Private network services","Private network services for wireless telecommunications systems","This subcategory includes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client","This subcategory excludes:
- provision of private links by a wireless telecommunication carrier to a telecommunication service provider, see 61.20.20","612011","1","1","Private network services for wireless telecommunications systems","Private network services","1","2",""
"6190","84150","61.20.30","1","0","0","0","0","Other telecommunications activities","Data transmission services","Data transmission services over wireless telecommunications networks","This subcategory includes:
- provision of access to wireless facilities and services specifically designed for the efficient transmission of data on a pay-as-you-use basis","This subcategory excludes:
- provision of wireless telecommunication link(s) between specified points for the exclusive use of the client, see 61.20.11","612030","1","1","Data transmission services over wireless telecommunications networks","Data transmission services","1","2",""
"6190","84221","61.20.41","1","0","0","0","0","Other telecommunications activities","Narrowband Internet access services","Narrow-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds below 256 Kbps. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612041","1","1","Narrow-band Internet access services over wireless networks","Narrowband Internet access services","1","2",""
"6190","84222","61.20.42","1","0","0","0","0","Other telecommunications activities","Broadband Internet access services","Broad-band Internet access services over wireless networks","This subcategory includes:
- provision of a direct wireless connection to the Internet at speeds 256 Kbps and higher. The Internet Service Provider (ISP) may also provide free services along with Internet access such as E-mail, space for the customer’s web page, tools for simple web page design, chat, and technical support.","","612042","1","1","Broad-band Internet access services over wireless networks","Broadband Internet access services","1","2",""
"6190","84290","61.20.49","1","0","0","0","0","Other telecommunications activities","Other Internet telecommunications services","Other wireless Internet telecommunications services","This subcategory includes:
- provision of wireless telecommunications services over the Internet other than Internet access
 
This includes services such as fax, telephony, audio conferencing and video conferencing over the Internet.","","612049","1","1","Other wireless Internet telecommunications services","Other Internet telecommunications services","1","2",""
"6190","84190","61.30.10","1","0","0","0","0","Other telecommunications activities","Other telecommunications services","Satellite telecommunications services, except home programme distribution services via satellite","This subcategory includes:
- operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound and video using satellite telecommunications infrastructure","This subcategory excludes:
- home programme distribution services via satellite, see 61.30.20","613010","1","1","Satellite telecommunications services, except home programme distribution services via satellite","Other telecommunications services","1","2",""
"6190","84190","61.90.10","1","0","0","0","0","Other telecommunications activities","Other telecommunications services","Other telecommunications services","This subcategory includes:
- provision of specialised telecommunications applications, such as satellite tracking, communications telemetry, and radar station operations
- operation of satellite terminal stations and associated facilities operationally connected with one or more terrestrial communications systems and capable of transmitting telecommunications to or receiving telecommunications from satellite systems
- provision of Internet access over networks between the client and the ISP not owned or controlled by the ISP, such as dial-up Internet access etc.
- provision of telephone and Internet access in facilities open to the public
- provision of telecommunications services over existing telecom connections:
  • VOIP (Voice Over Internet Protocol) provision
- provision of network capacity without providing additional services
- provision of telecommunications services n.e.c., such as telegraph, telex and audio conferencing bridging services","","619010","1","1","Other telecommunications services","Other telecommunications services","1","2",""
"62","","","","0","1","1","","Computer programming, consultancy and related activities","","","","","","","","","","","",""
"620","","","","0","1","1","","Computer programming, consultancy and related activities","","","","","","","","","","","",""
"6201","83141","62.01.11","0","0","0","0","0","Computer programming activities","IT design and development services for applications","IT design and development services for applications","This subcategory includes:
- services of designing the structure and/or writing the computer code, including updates and patches, necessary to create and/or implement a software application, such as:
  • designing the structure and content of a web page and/or of writing the computer code necessary to create and implement a web page
  • designing the structure and content of a database and/or of writing the computer code necessary to create and implement a database (data warehouse)
  • designing the structure and writing the computer code as necessary to design and develop a custom software application, other than programming for websites, databases, or packaged software integration
  • customisation and integration, adapting (modifying, configuring etc.) and installing an existing application so that it is functional within the clients' information system environment","This subcategory excludes:
- service contracts where the design and development of a web page is bundled with the hosting of the web page, see 63.11.13
- service contracts where the design and development of the application is bundled with the hosting and management of the application on an on-going basis, see 63.11.19
- service contracts where the design and development of a database is bundled with the on-going management of the data holdings, see 63.11.19","620111","0","0","IT design and development services for applications","IT design and development services for applications","1","1",""
"6202","83142","62.01.12","0","0","0","0","0","Computer consultancy and computer facilities management activities","IT design and development services for networks and systems","IT design and development services for networks and systems","This subcategory includes:
- designing, developing and implementing customer's networks such as intranets, extranets and virtual private networks
- network security design and development services, i.e. designing, developing and implementing software, hardware and procedures to control access to data and programs and to allow for the safe exchange of information over a network","This subcategory excludes:
- service contracts where this service is bundled with the day-to-day management of the client's network, see 62.03.12","620112","1","0","IT design and development services for networks and systems","IT design and development services for networks and systems","1","1",""
"6202","83131","62.02.10","0","0","0","0","0","Computer consultancy and computer facilities management activities","IT consulting services","Hardware consultancy services","This subcategory includes:
- provision of advice or expert opinion on IT matters related to the hardware, such as advice on matters such as hardware requirements and procurement
- provision of expert testimony on hardware related issues
- the combined service of assessing an organisation's computer requirements, advising on hardware and software acquisitions, developing system specification and putting the new system in place
- computer systems integration services, i.e. an analysis of the client’s current computer system, present and future computing requirements, the purchase of new equipment and software, and the integration of the new and old systems components to create a new integrated system","","620210","1","0","Hardware consultancy services","IT consulting services","1","2",""
"6202","83131","62.02.20","0","0","0","0","0","Computer consultancy and computer facilities management activities","IT consulting services","Systems and software consultancy services","This subcategory includes:
- provision of advice or expert opinion on IT matters related to the IT systems and software, such as:
  • advice on matters such as software requirements and procurement
  • systems security","","620220","1","0","Systems and software consultancy services","IT consulting services","1","2",""
"6202","83132","62.02.30","0","0","0","0","0","Computer consultancy and computer facilities management activities","IT support services","IT technical support services","This subcategory includes the provision of technical expertise to solve problems for the client in using software, hardware, or entire computer system, such as:
- the provision of customer support in using or troubleshooting the software
- upgrade services
- the provision of customer support in using or troubleshooting the computer hardware, including testing and cleaning on a routine basis and repair of IT equipment
- technical assistance in moving a client's computer system to a new location
- the provision of customer support in using or troubleshooting the computer hardware and software in combination
- the provision of technical expertise to solve specialised problems for the client in using a computer system, such as services of auditing or assessing computer operations without providing advice or other follow-up action including auditing, assessing and documenting a server, network or process for components, capabilities, performance, or security","This subcategory excludes:
- computer disaster recovery services, see 62.09.20","620230","1","0","IT technical support services","IT support services","1","2",""
"6202","83161","62.03.11","0","0","0","0","0","Computer consultancy and computer facilities management activities","Network management services","Network management services","This subcategory includes:
- services of managing and monitoring communication networks and connected hardware to diagnose networking problems and gather capacity and usage statistics for the administration and fine-tuning of network traffic","","620311","1","0","Network management services","Network management services","1","1",""
"6202","83162","62.03.12","0","0","0","0","0","Computer consultancy and computer facilities management activities","Computer systems management services","Computer systems management services","This subcategory includes:
- provision of day-to-day management and operation of a client's computer system","","620312","1","0","Computer systems management services","Computer systems management services","1","1",""
"6202","83132","62.09.20","0","0","0","0","0","Computer consultancy and computer facilities management activities","IT support services","Other information technology and computer services n.e.c.","This subcategory includes:
- data recovery services, i.e. retrieving a client's data from a damaged or unstable hard drive or other storage medium, or providing standby computer equipment and duplicate software in a separate location to enable a client to relocate regular staff to resume and maintain routine computerised
operations in event of a disaster such as a fire or flood
- software installation services
- other IT technical support services n.e.c.","This subcategory excludes:
- computer programming services, see 62.01.1
- IT consultancy services, see 62.02
- data processing and hosting services, see 63.11.1","620920","1","0","Other information technology and computer services n.e.c.","IT support services","1","2",""
"6209","87332","62.09.10","0","0","0","0","0","Other information technology and computer service activities","Installation services of personal computers and peripheral equipment","Installation services of computers and peripheral equipment","","This subcategory excludes:
- installation services of mainframe computers, see 33.20.39","620910","0","0","Installation services of computers and peripheral equipment","Installation services of personal computers and peripheral equipment","1","1",""
"63","","","","0","1","1","","Information service activities","","","","","","","","","","","",""
"631","","","","0","1","1","","Data processing, hosting and related activities; web portals","","","","","","","","","","","",""
"6311","83151","63.11.12","0","0","0","0","0","Data processing, hosting and related activities","Website hosting services","Web hosting services","This subcategory includes:
- provision of the infrastructure to host a customer's website and related files in a location that provides fast, reliable connection to the Internet, which may be:
  • limited to storage on a single server, in either shared or dedicated capacity, without the service provider managing or integrating software applications (Software hosted on the server is the client's responsibility and service level guarantees are standardised and limited in scope)
  • a bundled service package that consists of the hosting and management of the website and related applications

An important characteristic of this service is the promise of a secure and reliable site and Internet connections that can be quickly scaled to accommodate variations in traffic use. Frequently, consulting, customisation and systems integration are part of the package. Applications are frequently e-commerce related and enable on-line storefronts, shopping carts and catalogues with advanced and complex features such as order processing, fulfilment, procurement, invoicing, transaction processing, customer relational management and back-end database and data warehouse integration and migration services.","","631112","1","0","Web hosting services","Website hosting services","1","1",""
