CPA 2.1,Name,Include,Exclude,URI
77.29.13,Rental and leasing services of musical instruments,,,772913
77.29.14,Rental and leasing services of household linen,,"This subcategory excludes:
- provision services of linen by laundries, see 96.01.19",772914
77.29.15,"Rental and leasing services of textiles, clothing and footwear",,"This subcategory excludes:
- provision services of work uniforms and related items by laundries, see 96.01.1",772915
77.29.16,Rental and leasing services of do-it-yourself machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of lawnmowers, tools for repairs etc., without operator",,772916
77.29.19,Rental and leasing services of other personal and household goods n.e.c.,"This subcategory includes:
- rental and leasing services of:
  • books, journals and magazines
  • cameras, photo equipment, binoculars and other optical goods
  • flowers and plants
  • jewellery
  • watches and clocks etc.
- rental, leasing or hiring services of medical equipment (crutches) and paramedical equipment","This subcategory excludes:
- rental and leasing services of cars, trucks, trailers and recreational vehicles without driver, see 77.1
- rental and leasing services of recreational and sports goods, see 77.21.10
- rental and leasing services of video tapes and disks, see 77.22.10
- rental and leasing services of musical instruments, see 77.29.13
- rental and leasing services of household linen, see 77.29.14
- rental and leasing services of textiles, clothing and footwear, see 77.29.15
- rental and leasing services of do-it-yourself machinery and equipment, see 77.29.16
- rental and leasing services of motorcycles, caravans and campers without driver, see 77.39.13",772919
77.3,"Rental and leasing services of other machinery, equipment and tangible goods",,,773
77.31,Rental and leasing services of agricultural machinery and equipment,,,7731
77.31.1,Rental and leasing services of agricultural machinery and equipment,,,77311
77.31.10,Rental and leasing services of agricultural machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of agricultural and forestry machinery and equipment without operator, i.e. products produced by class 28.30, such as tractors and implements, seed and seedling planters, harvesting, cropping and sorting machinery etc.","This subcategory excludes:
- rental, leasing or hiring services concerning agricultural and forestry machinery and equipment with operator, see 01.61.10, 01.62.10, 02.40.10
- rental, leasing or hiring services of lawnmowers, see 77.29.16",773110
77.32,Rental and leasing services of construction and civil engineering machinery and equipment,,,7732
77.32.1,Rental and leasing services of construction and civil engineering machinery and equipment,,,77321
77.32.10,Rental and leasing services of construction and civil engineering machinery and equipment,"This subcategory includes:
- rental, leasing or hiring services of construction and civil engineering machinery and equipment without operator
- rental, leasing or hiring services concerning tractors for construction and earth moving purposes, road graders, steamrollers, bulldozers, excavating machinery, front-end loaders, scaffolding without erection and dismantling, site huts etc.","This subcategory excludes:
- rental, leasing or hiring services of construction machinery and equipment with operator, see section F",773210
77.33,Rental and leasing services of office machinery and equipment (including computers),,,7733
77.33.1,Rental and leasing services of office machinery and equipment (including computers),,,77331
77.33.11,Rental and leasing services of office machinery and equipment (excluding computers),"This subcategory includes:
- rental, leasing or hiring services of all kinds of office machinery and equipment without operator, such as:
  • photocopiers
  • typewriters and word processors
  • accounting machinery and equipment such as electronic calculators, cash registers and other machines incorporating a calculating device
- rental, leasing or hiring services of office furniture, safes and the like","This subcategory excludes:
- rental and leasing services of computers without operator, see 77.33.12
- rental, leasing or hiring services of telephone and fax equipment, see 77.39.14",773311
77.33.12,Rental and leasing services of computers,"This subcategory includes:
- rental, leasing or hiring services of computers and peripheral equipment without operator, such as electronic data processors, central processing units, peripheral units and magnetic or optical readers","This subcategory excludes:
- rental and leasing services of computers with operator, see 63.11",773312
77.34,Rental and leasing services of water transport equipment,,,7734
77.34.1,Rental and leasing services of water transport equipment,,,77341
77.34.10,Rental and leasing services of water transport equipment,"This subcategory includes:
- rental, leasing or hiring services of boats, ships and hovercraft without operator, primarily designed for the conveyance of passengers and freight","This subcategory excludes:
- rental, leasing or hiring services of vessels for sea and coastal water transport with operator, see 50.10.20 for passenger vessels and 50.20.21 for freight vessels
- rental, leasing or hiring services of inland water vessels with operator, see 50.30.20 for passenger vessels and 50.40.21 for freight vessels
- rental, leasing or hiring services of pleasure boats, see 77.21.10",773410
77.35,Rental and leasing services of air transport equipment,,,7735
77.35.1,Rental and leasing services of air transport equipment,,,77351
77.35.10,Rental and leasing services of air transport equipment,"This subcategory includes:
- rental, leasing or hiring services of air transport equipment (e.g., helicopters, airplanes, hot air balloons) without operator","This subcategory excludes:
- rental, leasing or hiring services of air transport equipment with operator, see 51.10.20
- rental, leasing or hiring services of gliders and hang gliders, see 77.21.10",773510
77.39,"Rental and leasing services of other machinery, equipment and tangible goods n.e.c.",,,7739
77.39.1,"Rental and leasing services of other machinery, equipment and tangible goods n.e.c.",,,77391
77.39.11,Rental and leasing services of railroad vehicles,"This subcategory includes:
- rental and non-financial leasing services of commercial rail transportation equipment, without operator, such as:
  • locomotives and other rolling stock, subway cars, light rail equipment and streetcars

The leases in this product are those which are not structured to provide financing to the lessee. The rental and leasing service may include maintenance and repair services and insurance, damage waivers and warranties.","This subcategory excludes:
- providing loans to vendors and dealers to finance their inventories, see 64.19.25, 64.92.15
- providing leases which are structured to provide financing to the lessee, see 64.91.10
- insurance and damage waiver services sold separately, see 65.12.31
- maintenance and repair services of railroad transport equipment sold separately, see 33.17.11",773911
77.39.12,Rental and leasing services of containers,"This subcategory includes:
- rental and leasing of intermodal containers",,773912
77.39.13,"Rental and leasing services of motorcycles, caravans and campers","This subcategory includes:
- rental, leasing or hiring services concerning motorcycles, caravans and campers without drivers","This subcategory excludes:
- rental, leasing or hiring services of public-transport-type passenger vehicles with operator, see 49.39.31
- rental, leasing or hiring services of bicycles, skis, see 77.21.10",773913
77.39.14,Rental and leasing services of telecommunications equipment,"This subcategory includes:
- rental, leasing or hiring services of telecommunications equipment without operator:
  • commercial radio, television and telecommunications equipment
  • telephones, fax machines, pagers and cellular telephones",,773914
77.39.19,Rental and leasing services of other machinery and equipment without operator and tangible goods n.e.c.,"This subcategory includes:
- rental, leasing or hiring services concerning all kinds of machinery, whether or not electrical, except personal or household goods, generally used as capital goods by industry, without operator, such as:
  • engines and turbines
  • machine tools
  • mining and oil field equipment
  • coin-operated gambling machines
  • exhibition material
  • motion picture production equipment
  • professional, scientific measuring and control apparatus
  • other commercial and industrial machinery","This subcategory excludes:
- rental, leasing or hiring services concerning agricultural and forestry machinery and equipment without operator, see 77.31.10
- rental, leasing or hiring services concerning construction and civil engineering machinery and equipment without operator, see 77.32.10
- rental, leasing or hiring services concerning office machinery, furniture and equipment without operator, see 77.33.11
- rental, leasing or hiring services concerning computers, without operator, see 77.33.12",773919
77.4,"Licensing services for the right to use intellectual property and similar products, except copyrighted works",,,774
77.40,"Licensing services for the right to use intellectual property and similar products, except copyrighted works",,,7740
77.40.1,"Licensing services for the right to use intellectual property and similar products, except copyrighted works","This category includes
- permitting, granting or otherwise authorising the use of intellectual property products and similar products 

This covers rights to exploit these products, such as licensing to third parties; using patented designs in production processes to produce new goods and so on.

Limited end user licenses, which are sold as part of a product (e.g. packaged software, books) are not included here.","This category excludes: 
- licensing services for the copyrighted works (books, films, music, software, computer games), see corresponding subcategories in 58, 59
- drafting, certification and legal services concerning intellectual property products, see 69.10.15
- management services for rights to industrial property (patents, licences, trademarks, franchises etc.), see 74.90.20
- management services for copyrights and their revenues, except for motion picture and artistic rights, see 74.90.20",77401
77.40.11,Licensing services for the right to use research and development products,"This subcategory includes:
- licensing services for the right to use the outcome of research and development activities, i.e. inventions, such as constitutions of matter, processes, mechanisms, electrical and electronic circuits and devices, pharmaceutical formulations and new varieties of living things produced by artifice",,774011
77.40.12,Licensing services for the right to use trademarks and franchises,"This subcategory includes:
- licensing services for the right to use trademarks and to operate franchises in respect of other non-produced assets",,774012
77.40.13,Licensing services for the right to use mineral exploration and evaluation,"This subcategory includes:
- licensing services for the right to use mineral exploration and evaluation information, such as mineral exploration for petroleum, natural gas and non-petroleum deposits",,774013
77.40.14,Trademarks and franchises,"This subcategory includes:
- original trademarks and franchises, i.e. the legally registered ownership of a certain brand name

These products are produced on own account with the intent of deriving benefits from allowing others to use these trademarks or franchises.","This subcategory excludes:
- advisory services for the organisation of marketing channels (including franchises), see 70.22.13
- research and development work leading to a product or concept that is being trademarked, see division 72
- management services for rights to trademarks and franchises, see 74.90.20
- licensing services for the right to use trademarks and franchises, see 77.40.12",774014
77.40.19,"Licensing services for the right to use other intellectual property and similar products, except copyrighted works","This subcategory includes:
- licensing services for the right to use other kinds of intellectual property products such as architectural and engineering plans, industrial designs etc.","This subcategory excludes:
- licensing services for the right to use compilations of facts/information (databases), see 58.12.30",774019
78,Employment services,,,78
78.1,Services provided by employment placement agencies,,,781
78.10,Services provided by employment placement agencies,,,7810
78.10.1,Services provided by employment placement agencies,,,78101
78.10.11,Executive search services,"This subcategory includes:
- specialised search and recruitment services limited to filling highly paid executive, senior manager, and professional positions, according to client specifications. Included are the services of:
  • conducting detailed interviews with the client organisation's management team 
  • developing job profiles, conducting original research and advertising to locate potential job candidates 
  • screening possible candidates, preparing, presenting, and discussing a confidential list of highly qualified applicants with the client 
  • making interview arrangements, negotiating compensation, and providing post-hire follow-up
The prospective employee/client makes the decision as to which candidate to hire. The fee for the services provided is charged whether or not the candidate is hired. This service is also known as retained search.",,781011
78.10.12,"Permanent placement services, other than executive search services","This subcategory includes:
- testing, interviewing, reference checking, evaluation and counselling of prospective employees
- recruiting, selecting and referring candidates to the client to fill positions on a permanent (indeterminate) basis

The services may be procured by the potential employer or by the prospective employee. The candidate is selected and hired by the prospective employee. The placement firm is paid on a contingency basis, i.e. only for successful placement of a candidate. This subcategory includes permanent placement services for a complete range of occupations from low-level employees to management employees, including executives, except those recruited through executive/retained search, and for domestic or international job placements.","This subcategory excludes:
- services of personal theatrical or artistic agents or agencies, see 74.90.20",781012
78.2,Temporary employment agency services,,,782
78.20,Temporary employment agency services,,,7820
78.20.1,Temporary employment agency services,"This category includes:
- staffing services for the supply of personnel for temporary work assignments 

The temporary staffing firm hires its own employees and assigns/supplies them to clients to support or supplement the client's workforce in work situations such as employee absences, temporary skill shortages, seasonal workloads, and special assignments and projects. The employees are on the payroll of the temporary staffing firm which is legally responsible for their actions, but when working they are under the direct supervision of the client. The temporary staffing firm specifies the pay, benefits etc. of the employee.",,78201
78.20.11,Temporary employment agency services for the supply of computer and telecommunications personnel,"This subcategory includes:
- temporary staffing services for the supply of computer and telecommunications personnel such as IT and telecommunications systems support personnel, software developers, data processing personnel etc.",,782011
78.20.12,Temporary employment agency services for the supply of other office support personnel,"This subcategory includes:
- temporary staffing services for the supply of other office support personnel such as secretaries, clerks, book-keepers, typists etc.",,782012
78.20.13,Temporary employment agency services for the supply of commercial and trade personnel,"This subcategory includes:
- temporary staffing services for the supply of commercial and trade personnel",,782013
78.20.14,"Temporary employment agency services for the supply of transport, warehousing, logistics or industrial workers","This subcategory includes:
- temporary staffing services for the supply of transport, warehousing, logistics or industrial workers such as construction workers, maintenance workers, drivers, machinists, assemblers, machine operators, labourers, movers, shippers etc.",,782014
78.20.15,Temporary employment agency services for the supply of hotels and restaurants personnel,"This subcategory includes:
- temporary staffing services for the supply of hotels and restaurants personnel such as cooks, waiters, hotel receptionists",,782015
78.20.16,Temporary employment agency services for the supply of medical personnel,,,782016
78.20.19,Temporary employment agency services for the supply of other personnel,"This subcategory includes:
- temporary staffing services for the supply of teachers, executives and other personnel n.e.c.",,782019
78.3,Other human resources provision services,,,783
78.30,Other human resources provision services,,"This class excludes:
- provision services of human resources functions together with supervision or running of the business, see the class in the respective economic activity of that business
- provision services of only one of human resources functions, see the class in the respective economic activity of that function",7830
78.30.1,Other human resources provision services,"This category includes:
- services for the supply of personnel for extended work assignments

Under the terms of this arrangement, the client may recruit the person or persons hired by the staffing firm and assigned to their place of work, or transfer a portion of their existing workforce to the staffing firm. Long-term employees are placed on the payroll of the staffing firm, which is legally responsible for their actions, but when working they are supervised by the client. This service includes labour leasing, staff leasing, employee leasing, extended employee staffing and payrolling.",,78301
78.30.11,Other human resources provision services for computer and telecommunications personnel,"This subcategory includes:
- staffing and management services for the supply of computer and telecommunications personnel such as IT and telecommunications systems support personnel, software developers, data processing personnel etc.",,783011
78.30.12,Other human resources provision services for other office support personnel,"This subcategory includes:
- staffing and management services for the supply of other office support personnel such as secretaries, clerks, book-keepers, typists etc.",,783012
78.30.13,Other human resources provision services for commercial and trade personnel,"This subcategory includes:
- staffing and management services for the supply of commercial and trade personnel",,783013
78.30.14,"Other human resources provision services for transport, warehousing, logistics or industrial personnel","This subcategory includes:
- staffing and management services for the supply of transport, warehousing, logistics or industrial workers such as construction workers, maintenance workers, drivers, machinists, assemblers, machine operators, labourers, movers, shippers etc.",,783014
78.30.15,Other human resources provision services for hotels and restaurants personnel,"This subcategory includes:
- staffing and management services for the supply of hotels and restaurants personnel such as cooks, waiters, hotel receptionists etc.",,783015
78.30.16,Other human resources provision services for medical personnel,,,783016
78.30.19,Other human resources provision services for personnel n.e.c.,"This subcategory includes:
- staffing and management services for the supply of teachers, executives and other personnel n.e.c.",,783019
79,"Travel agency, tour operator and other reservation services and related services",,,79
79.1,Travel agency and tour operator services,,,791
79.11,Travel agency services,,,7911
79.11.1,Travel agency services for transport reservations,"This category includes:
- services related to sales of transportation and related services

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice and may include issuance of tickets on behalf of the service provider. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,79111
79.11.11,Reservation services for airlines,"This subcategory includes:
- arranging reservations for airline tickets

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice and may include issuance of airline tickets on behalf of the service provider. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,791111
79.11.12,Reservation services for railways,"This subcategory includes:
- arranging reservations for rail seats

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice and may include issuance of railway tickets on behalf of the service provider. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,791112
79.11.13,Reservation services for buses,"This subcategory includes:
- reservation services for bus transportation

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice and may include issuance of bus tickets on behalf of the service provider. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,791113
79.11.14,Reservation services for vehicle rental,"This subcategory includes:
- arranging reservations for rental cars

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,791114
79.11.19,Other travel agency services for transport reservations,"This subcategory includes arranging reservations for other services n.e.c., such as:
- reservation services for ferry transportation
- reservation services for airport shuttle transportation
- other transportation reservation services n.e.c.

These services include obtaining a client's requirements, advising on alternatives, assisting in the client's choice and may include issuance of tickets on behalf of the service provider. They are often provided in person, by telephone or over the Internet. Respective reselling services are also included. The reservations can be for domestic and international transport.",,791119
79.11.2,"Travel agency services for reservation of accommodation, cruises and package tours",,,79112
79.11.21,Reservation services for accommodation,"This subcategory includes:
- arranging reservations for accommodation services for:
  • domestic accommodation reservation services
  • international accommodation reservation services
- direct exchange services for other owners of residential property such as homes or apartments/flats",,791121
79.11.22,Reservation services for cruises,"This subcategory includes: 
- arranging reservations for cruise bookings for:
  • cruises of one day or less
  • cruises of more than one day",,791122
79.11.23,Reservation services for package tours,"This subcategory includes:
- arranging reservations for package tours:
  • domestic package tours
  • international package tours",,791123
79.12,Tour operator services,,,7912
79.12.1,Tour operator services,,,79121
79.12.11,Tour operator services for arranging and assembling tours,"This subcategory includes:
- arranging, assembling, and marketing package tours:
  • pre-packaged tours, domestic and international
  • custom packaged tours for groups, domestic and international

Such a package usually includes buying and reselling passenger and baggage transportation, accommodation, food and sightseeing services. The resulting package tours may be sold to individuals or at wholesale to travel agents or other tour operators.",,791211
79.12.12,Tour managers services,"This subcategory includes:
- services of own account tour managers",,791212
79.9,Other reservation services and related services,,,799
79.90,Other reservation services and related services,,"This class excludes:
- travel agency services, see 79.11
- tour operator and tour manager services, see 79.12.1",7990
79.90.1,Tourism promotion and visitor information services,,,79901
79.90.11,Tourism promotion services,"This subcategory includes:
- promotion of tourism for countries, regions or communities",,799011
79.90.12,Visitor information services,"This subcategory includes:
- provision of information to visitors or potential visitors regarding destinations, preparing brochures etc.",,799012
79.90.2,Tourist guide services,,,79902
79.90.20,Tourist guide services,"This subcategory includes: 
- tourist guide services by tourist guide agencies and own-account tourist guides","This subcategory excludes: 
- services of interpreters, see 74.30.12 
- services of fishing, hunting and mountain guides, see 93.19.13",799020
79.90.3,Other reservation services n.e.c.,,,79903
79.90.31,Time-share exchange services,"This subcategory includes:
- exchange and reservation services (often based on points) for time-share owners",,799031
79.90.32,"Reservation services for convention centres, congress centres and exhibit halls",,"This subcategory excludes: 
- organisation and management of conventions and conferences, see 82.30.11",799032
79.90.39,"Reservation services for event tickets, entertainment and recreational services and other reservation services n.e.c.","This subcategory includes: 
- arranging reservations for attendance at events, such as theatre performances, concerts or sporting events",,799039
80,Security and investigation services,,,80
80.1,Private security services,,,801
80.10,Private security services,,,8010
80.10.1,Private security services,,,80101
80.10.11,Armoured car services,"This subcategory includes:
- services consisting of providing an armoured car to pick up and deliver money, receipts or other valuable items with hired personnel to directly protect property while in transit:
  • bank collection and deposit services
  • securities transfers services",,801011
80.10.12,Guard services,"This subcategory includes:
- services consisting of providing protective services through hired personnel to ensure the safety of people or private, industrial and commercial properties by guarding them against fire, theft, vandalism or illegal entry:
  • security patrol services
  • security guard services
  • bodyguard services
  • watchdog services
  • parking control services
  • access control services","This subcategory excludes:
- public order and safety services, see 84.24.1",801012
80.10.19,Other security services,"This subcategory includes:
- training of guard dogs
- polygraph services
- fingerprinting services
- security shredding of information on any media",,801019
80.2,Security systems services,,,802
80.20,Security systems services,,,8020
80.20.1,Security systems services,,,80201
80.20.10,Security systems services,"This subcategory includes:
- services consisting of monitoring and maintaining security systems devices, such as burglar and fire alarms, by receiving alarm signals, confirming or checking that all systems are properly functioning, and dispatching police officers, fire department or other designated parties","This subcategory excludes:
- installation services of security systems, such as burglar and fire alarms, without later monitoring, see 43.21.10
- selling security systems, mechanical or electronic locking devices, safes and security vaults, without monitoring, installation or maintenance services, see 47.00.59
- security consulting as a stand-alone service, see 74.90.15
- providing key duplication services, see 95.29.19",802010
80.3,Investigation services,,,803
80.30,Investigation services,,,8030
80.30.1,Investigation services,,,80301
80.30.10,Investigation services,"This subcategory includes investigation and detective services such as:
- services consisting of investigating cases submitted by the client, relating to crimes, theft, fraud, shoplifting, dishonesty, missing persons, domestic relations and other lawful or unlawful practices
- internal and undercover investigation
- shoplifting protection services","This subcategory excludes:
- credit investigation services, see 82.91.11",803010
81,Services to buildings and landscape,,,81
81.1,Combined facilities support services,,,811
81.10,Combined facilities support services,,,8110
81.10.1,Combined facilities support services,,,81101
81.10.10,Combined facilities support services,"This subcategory includes:
- performing a combination of support services within a client's facilities, such as general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry etc.","This subcategory excludes:
- provision services of only one of the support services (e.g. general interior cleaning services), see the appropriate class according to the service provided
- provision services of management and operating staff for the complete operation of a client's establishment, such as a hotel, restaurant, mine, or hospital, see the class of the unit operated",811010
81.2,Cleaning services,,,812
81.21,General cleaning services of buildings,,,8121
81.21.1,General cleaning services of buildings,,,81211
81.21.11,General home cleaning services,"This subcategory includes:
- housework for households","This subcategory excludes:
- specialised interior cleaning services, such as chimney cleaning, cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts, exhaust units, see 81.22.1",812111
81.21.12,Other general cleaning services of buildings,"This subcategory includes:
- services consisting of cleaning and maintaining dwellings or commercial, administrative and industrial buildings:
  • floor cleaning and waxing
  • interior wall cleaning
  • furniture polishing
  • other janitorial maintenance services, including minor repairs","This subcategory excludes:
- everyday housework for households, see 81.21.11
- specialised interior cleaning services, such as chimney cleaning, cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts, exhaust units, see 81.22.1",812112
81.22,Other building and industrial cleaning services,,,8122
81.22.1,Industrial cleaning services,,,81221
81.22.11,Window cleaning services,"This subcategory includes:
- services consisting of cleaning windows in dwellings and other buildings. Included here are cleaning services for exterior windows using swing stages.",,812211
81.22.12,Specialised cleaning services,"This subcategory includes:
- cleaning services for computer rooms and the like
- cleaning services for industrial machinery
- specialised cleaning services for reservoirs and tanks, these being parts of industrial sites
- sterilisation services of objects or premises (operating rooms)
- exterior cleaning services of buildings of all types, including offices, factories, shops, institutions and other business and professional premises and multiunit residential buildings
- other building and industrial cleaning services n.e.c.","This subcategory excludes:
- cleaning services for agricultural premises (hen houses, piggeries etc.), see 01.62.10
- maintenance services for central heating installations, see 43.22.12
- building exterior cleaning services when associated with building completion, see 43.39.19
- furnace and chimney cleaning services, see 81.22.13
- cleaning of carpets, upholstery, fabric, wall hangings etc., see 96.01.19",812212
81.22.13,Furnace and chimney cleaning services,,"This subcategory excludes:
- maintenance services for central heating installations, see 43.22.12",812213
81.29,Other cleaning services,,,8129
81.29.1,Other cleaning services,,,81291
81.29.11,Disinfecting and exterminating services,"This subcategory includes:
- disinfecting dwellings and other buildings
- disinfecting vehicles, e.g., buses, trains, boats, planes
- exterminating insects, rodents and other pests
- fumigation services and pest control services","This subcategory excludes:
- pest control services (including rabbits) in connection with agriculture, see 01.61.10
- cleaning of agricultural premises (hen houses, piggeries etc.), see 01.62.10
- impregnation of timber services, see 16.10.91
- asbestos, lead etc. abatement in buildings, see 39.00.14",812911
81.29.12,Sweeping and snow removal services,"This subcategory includes:
- runway vacuuming services
- street sweeping and cleaning services
- gritting and salting of roads
- snow ploughing and removal",,812912
81.29.13,Other sanitation services,"This subcategory includes:
- beach cleaning services","This subcategory excludes:
- pest control services (including rabbits) in connection with agriculture, see 01.61.10
- cleaning services of oil spills and other pollutions in coastal areas, see 39.00
- disinfection and extermination services for buildings and other non-agricultural structures, see 81.29.11",812913
81.29.19,Other cleaning services n.e.c.,"This subcategory includes:
- non-specialised cleaning services of: buses, underground and other trains, planes, ships and other transport equipment
- bottle cleaning services
- swimming pool cleaning and maintenance services
- cleaning services of the inside of road and sea tankers
- other cleaning services n.e.c.","This subcategory excludes:
- cleaning of agricultural premises (hen houses, piggeries etc.), see 01.62.10
- remediation and clean-up services, see 39.00
- building exterior cleaning services when associated with building completion, see 43.39.19
- car cleaning services, see 45.20.30
- cleaning of carpets, upholstery, fabric, wall hangings etc., see 96.01.19",812919
81.3,Landscape services,,,813
81.30,Landscape services,,,8130
81.30.1,Landscape services,,,81301
81.30.11,Home garden maintenance,"This subcategory includes:
- planting, care and maintenance services of parks and gardens for households","This subcategory excludes:
- commercial production and planting services for commercial production of plants, trees, see divisions 01, 02
- tree nursery and forest tree nursery services, see 01.30.10, 02.10.20
- construction works for landscaping purposes, see section F
- landscape design and architecture services, see 71.11.4",813011
81.30.12,Other landscape services,"This subcategory includes:
- planting, care and maintenance services of:
  • parks and gardens for:
    • private and public housing
    • public and semi-public buildings (schools, hospitals, administrative buildings, church buildings etc.)
    • municipal grounds (parks, green areas, cemeteries etc.)
    • highway greenery (roads, train lines and tramlines, waterways, ports)
    • industrial and commercial buildings
  • greenery for:
    • buildings (roof gardens, façade greenery, indoor gardens etc.)
    • sports grounds (football fields, golf courses etc.), play grounds, lawns for sunbathing and other recreational parks
    • stationary and flowing water (basins, alternating wet areas, ponds, swimming pools, ditches, watercourses, plant sewage systems)
- replanting services of trees, arboriculture and tree surgery for non-agricultural plants
- planting and landscaping services for protection against noise, wind, erosion, visibility and dazzling
- other landscaping services for non-agricultural or non-forestry land: renaturalisation, recultivation, retention areas, melioration, anti-flood basins etc.","This subcategory excludes:
- commercial production and planting services for commercial production of plants, trees, see divisions 01, 02
- tree nursery and forest tree nursery services, see 01.30.10, 02.10.20
- maintenance services of agricultural land in order to keep it in good agricultural and ecological condition, see 01.61.10
- construction works for landscaping purposes, see section F
- landscape design and architecture services, see 71.11.4
- planting, care and maintenance services of home gardens, see 81.30.11",813012
82,"Office administrative, office support and other business support services",,,82
82.1,Office administrative and support services,,,821
82.11,Combined office administrative services,,,8211
82.11.1,Combined office administrative services,,,82111
82.11.10,Combined office administrative services,"This subcategory includes:
- the provision of a combination of day to day office administrative services, such as reception, financial planning, billing and record keeping, personnel and mail services etc. for others on a contract or fee basis","This subcategory excludes:
- the provision of operating staff to carry out the complete operations of a business, see the appropriate class according to the business they perform
- the provision of only one particular service mentioned here, see the appropriate class according to the service provided",821110
82.19,"Photocopying, document preparation and other specialised office support services",,,8219
82.19.1,"Photocopying, document preparation and other specialised office support services",,,82191
82.19.11,Duplicating services,"This subcategory includes:
- blue-printing, photocopying, mimeographing, photostatting and other duplication services other than printing","This subcategory excludes:
- printing services of documents (offset printing, quick printing etc.), see 18.12.19",821911
82.19.12,Mailing list compilation and mailing services,"This subcategory includes:
- services consisting of compiling and selling the use of lists of names and addresses from telephone directories and other sources
- services consisting of sending materials (e.g. advertising material, information material or any other material) by envelope addressing, stuffing, sealing, metering and mailing","This subcategory excludes:
- courier services, see 53.20.1
- database services, see 63.11.1
- compilation services of facts and information, see 63.99.10
- original compilations of mailing lists, see 63.99.20
- delivery services of advertising material, see 73.11.19",821912
82.19.13,Document preparation and other specialised office support services,"This subcategory includes:
- document preparation
- document editing or proofreading
- typing, word processing, or desktop publishing
- secretarial support services
- transcription of documents, and other secretarial services
- letter or resume writing
- provision of mailbox rental 
- word processing services
- other document copying services without also providing printing services (i.e. offset printing, quick printing, digital printing, prepress services)","This subcategory excludes:
- pre-press services, see 18.13.10
- specialised stenotype services such as court reporting, see 82.99.11
- public stenography services, see 82.99.11",821913
82.2,Call centre services,,,822
82.20,Call centre services,,,8220
82.20.1,Call centre services,,,82201
82.20.10,Call centre services,"This subcategory includes:
- taking orders for clients by telephone
- soliciting contribution or providing information for clients by telephone
- telemarketing","This subcategory excludes:
- sales promotion services, if no orders are received, see 73.11.19
- market research services, see 73.20.1
- public opinion polling services, see 73.20.20",822010
82.3,Convention and trade show organisation services,,,823
82.30,Convention and trade show organisation services,,,8230
82.30.1,Convention and trade show organisation services,,,82301
82.30.11,Convention organisation services,"This subcategory includes:
- organisation and management of conventions and congresses and provision of convention assistance and support services, with or without own staff, including components such as:
  • advice and consultancy services with respect to all aspects of the organisation of conventions, including defining objectives, financing, e.g. through sponsorship, exhibitions, loans and registration fees, estimating income and expenditure budgets and other financial matters 
  • assistance in choosing and locating space, venue research, feasibility and negotiation
  • marketing and public relations for the convention or congress, speaker liaison
  • organisation or provision of secretariat and office facilities and staff for conference registration, conference administration, conference documentation and abstract handling, translation of documents etc.
  • organisation or supply of simultaneous interpretation and other on-site services
  • supply of registration processing systems, electronic information and design
  • supply and setting up of equipment such as audiovisual equipment associated with the organisation of the event
  • organisation or provision of accommodation booking service including negotiating group discounts, delegate transfers and on-site transportation services, food and beverage arrangements, and tour programmes

Payment for these services can be through fees assessed to organisers and exhibitors, as well as entry fees for visitors.",,823011
82.30.12,Trade show organisation services,"This subcategory includes:
- organisation and management services of trade shows and trade fairs and provision of assistance and support services, including components such as:
  • advice and consultancy services with respect to all aspects of the organisation of trade shows and trade fairs, including defining objectives, financing, e.g. through sponsorship, exhibitions, loans and registration fees, estimating income and expenditure budgets and other financial matters 
  • assistance in choosing and locating space, venue research, feasibility and negotiation
  • marketing and public relations for the trade show or trade fair
  • organisation or provision of secretariat and office facilities and staff for trade show or trade fair registration, administration, documentation, translation of documents etc.
  • organisation or supply of other on-site services
  • supply of registration processing systems, electronic information and design
  • supply and setting up of equipment such as audiovisual equipment associated with the organisation of the event
  • organisation or provision of accommodation booking service including negotiating group discounts, on-site transportation services, food and beverage arrangements",,823012
82.9,Business support services n.e.c.,,,829
82.91,Collection agency and credit bureau services,,,8291
82.91.1,Collection agency and credit bureau services,,,82911
82.91.11,Credit reporting services,"This subcategory includes:
- services consisting in the reporting of credit ratings of persons and businesses
- evaluation services of the financial status and credit experience of prospective customers, loan applicants etc.
- credit investigation services",,829111
