NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
721211,55.30,"Camping grounds, recreational vehicle parks and trailer parks",RV (Recreational Vehicle) Parks and Campgrounds,
721214,55.30,"Camping grounds, recreational vehicle parks and trailer parks",Recreational and Vacation Camps (except Campgrounds),
721310,55.90,Other accommodation,Rooming and Boarding Houses,
722330,56.10,Restaurants and mobile food service activities,Mobile Food Services,Except mobile beverage bars and carts
722511,56.10,Restaurants and mobile food service activities,Full-Service Restaurants,
722513,56.10,Restaurants and mobile food service activities,Limited-Service Restaurants,
722514,56.10,Restaurants and mobile food service activities,"Cafeterias, Grill Buffets, and Buffets",
722515,56.10,Restaurants and mobile food service activities,Snack and Nonalcoholic Beverage Bars,Except nonalcoholic beverage bars
722320,56.21,Event catering activities,Caterers,
722310,56.29,Other food service activities,Food Service Contractors,
722330,56.30,Beverage serving activities,Mobile Food Services,Mobile beverage bars and carts
722410,56.30,Beverage serving activities,Drinking Places (Alcoholic Beverages),
722515,56.30,Beverage serving activities,Snack and Nonalcoholic Beverage Bars,Nonalcoholic beverage bars
511130,58.11,Book publishing,Book Publishers,
511199,58.11,Book publishing,All Other Publishers,Yearbook publishing
519130,58.11,Book publishing,Internet Publishing and Broadcasting and Web Search Portals,Internet only book publishing
511140,58.12,Publishing of directories and mailing lists,Directory and Mailing List Publishers,
519130,58.12,Publishing of directories and mailing lists,Internet Publishing and Broadcasting and Web Search Portals,"On-line directory, collection, and mailing list publishing"
511110,58.13,Publishing of newspapers,Newspaper Publishers,
519130,58.13,Publishing of newspapers,Internet Publishing and Broadcasting and Web Search Portals,Internet only newspaper publishing
511120,58.14,Publishing of journals and periodicals,Periodical Publishers,
519130,58.14,Publishing of journals and periodicals,Internet Publishing and Broadcasting and Web Search Portals,Internet only journal and periodical publishing
511191,58.19,Other publishing activities,Greeting Card Publishers,
511199,58.19,Other publishing activities,All Other Publishers,Except yearbook publishing
519130,58.19,Other publishing activities,Internet Publishing and Broadcasting and Web Search Portals,Other publishing exclusively on the Internet
511210,58.21,Publishing of computer games,Software Publishers,
519130,58.21,Publishing of computer games,Internet Publishing and Broadcasting and Web Search Portals,Internet software publishing without traditional publishing
511210,58.29,Other software publishing,Software Publishers,
519130,58.29,Other software publishing,Internet Publishing and Broadcasting and Web Search Portals,Internet software publishing without traditional publishing
512110,59.11,"Motion picture, video and television programme production activities",Motion Picture and Video Production,
512191,59.12,"Motion picture, video and television programme post-production activities",Teleproduction and Other Postproduction Services,
512199,59.12,"Motion picture, video and television programme post-production activities",Other Motion Picture and Video Industries,Except motion picture booking activities
512120,59.13,"Motion picture, video and television programme distribution activities",Motion Picture and Video Distribution,
512199,59.13,"Motion picture, video and television programme distribution activities",Other Motion Picture and Video Industries,Motion picture booking agencies
512131,59.14,Motion picture projection activities,Motion Picture Theaters (except Drive-Ins),
512132,59.14,Motion picture projection activities,Drive-In Motion Picture Theaters,
512230,59.20,Sound recording and music publishing activities,Music Publishers,
512240,59.20,Sound recording and music publishing activities,Sound Recording Studios,
512250,59.20,Sound recording and music publishing activities,Record Production and Distribution,
512290,59.20,Sound recording and music publishing activities,Other Sound Recording Industries,
519130,59.20,Sound recording and music publishing activities,Internet Publishing and Broadcasting and Web Search Portals,Internet music publishing without traditional music publishing
515111,60.10,Radio broadcasting,Radio Networks,Except transmission only
515112,60.10,Radio broadcasting,Radio Stations,Except transmission only
519130,60.10,Radio broadcasting,Internet Publishing and Broadcasting and Web Search Portals,Internet radio broadcasting
515120,60.20,Television programming and broadcasting activities,Television Broadcasting,Except transmission only
515210,60.20,Television programming and broadcasting activities,Cable and Other Subscription Programming,Except transmission only
519130,60.20,Television programming and broadcasting activities,Internet Publishing and Broadcasting and Web Search Portals,Internet television broadcasting
517311,61.10,Wired telecommunications activities,Wired Telecommunications Carriers,Except direct-to-home satellite television service (2012 code 517110 renumbered into 517311 in NAICS 2017)
515111,61.20,Wireless telecommunications activities,Radio Networks,Transmission only
515112,61.20,Wireless telecommunications activities,Radio Stations,Transmission only
515120,61.20,Wireless telecommunications activities,Television Broadcasting,Transmission only
515210,61.20,Wireless telecommunications activities,Cable and Other Subscription Programming,Transmission only
517312,61.20,Wireless telecommunications activities,Wireless Telecommunications Carriers (except Satellite),2012 code 517210 renumbered into 517312 in NAICS 2017
517311,61.30,Satellite telecommunications activities,Wired Telecommunications Carriers,Direct-to-home satellite television service (2012 code 517110 renumbered into 517311 in NAICS 2017)
517410,61.30,Satellite telecommunications activities,Satellite Telecommunications,Except satellite telecommunications resellers
517410,61.90,Other telecommunications activities,Satellite Telecommunications,Satellite telecommunications resellers
517911,61.90,Other telecommunications activities,Telecommunications Resellers,
517919,61.90,Other telecommunications activities,All Other Telecommunications,
812990,61.90,Other telecommunications activities,All Other Personal Services,Pay telephone concession operators
541511,62.01,Computer programming activities,Custom Computer Programming Services,
541512,62.02,Computer consultancy activities,Computer Systems Design Services,
541513,62.03,Computer facilities management activities,Computer Facilities Management Services,
541519,62.09,Other information technology and computer service activities,Other Computer Related Services,
518210,63.11,"Data processing, hosting and related activities","Data Processing, Hosting, and Related Services",Except microfilming services
519130,63.12,Web portals,Internet Publishing and Broadcasting and Web Search Portals,Web search portals
519110,63.91,News agency activities,News Syndicates,
519190,63.99,Other information service activities n.e.c.,All Other Information Services,Except stock photo libraries and services
521110,64.11,Central banking,Monetary Authorities-Central Bank,
522298,64.11,Central banking,All Other Nondepository Credit Intermediation,National office supervising credit unions (similar to oversight of banks by Central Bank)
522110,64.19,Other monetary intermediation,Commercial Banking,
522120,64.19,Other monetary intermediation,Savings Institutions,
522130,64.19,Other monetary intermediation,Credit Unions,
522190,64.19,Other monetary intermediation,Other Depository Credit Intermediation,
522390,64.19,Other monetary intermediation,Other Activities Related to Credit Intermediation,
551111,64.20,Activities of holding companies,Offices of Bank Holding Companies,
551112,64.20,Activities of holding companies,Offices of Other Holding Companies,
525120,64.30,"Trusts, funds and similar financial entities",Health and Welfare Funds,
525190,64.30,"Trusts, funds and similar financial entities",Other Insurance Funds,
525910,64.30,"Trusts, funds and similar financial entities",Open-End Investment Funds,
525920,64.30,"Trusts, funds and similar financial entities","Trusts, Estates, and Agency Accounts",
525990,64.30,"Trusts, funds and similar financial entities",Other Financial Vehicles,
522220,64.91,Financial leasing,Sales Financing,Establishments providing a combination of sales financing and finance leasing (finance leasing primary)
522210,64.92,Other credit granting,Credit Card Issuing,
522220,64.92,Other credit granting,Sales Financing,Except units providing a combination of sales financing and financial leasing with financial leasing primary
522291,64.92,Other credit granting,Consumer Lending,
522292,64.92,Other credit granting,Real Estate Credit,
522293,64.92,Other credit granting,International Trade Financing,
522298,64.92,Other credit granting,All Other Nondepository Credit Intermediation,Except credit union oversight and factoring accounts receivable
522294,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Secondary Market Financing,
522298,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",All Other Nondepository Credit Intermediation,Factoring accounts receivable
523110,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Investment Banking and Securities Dealing,
523130,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Commodity Contracts Dealing,Except foreign currency exchanges
523910,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Miscellaneous Intermediation,Except buying and selling real estate as a trading stock
524113,65.11,Life insurance,Direct Life Insurance Carriers,
524114,65.12,Non-life insurance,Direct Health and Medical Insurance Carriers,
524126,65.12,Non-life insurance,Direct Property and Causality Insurance Carriers,
524127,65.12,Non-life insurance,Direct Title Insurance Carriers,
524128,65.12,Non-life insurance,"Other Direct Insurance (except Life, Health, and Medical) Carriers",
524130,65.20,Reinsurance,Reinsurance Carriers,
525110,65.30,Pension funding,Pension Funds,
523210,66.11,Administration of financial markets,Securities and Commodity Exchanges,
523120,66.12,Security and commodity contracts brokerage,Securities Brokerage,
523130,66.12,Security and commodity contracts brokerage,Commodity Contracts Dealing,Foreign currency exchanges (selling currency to the public)
523140,66.12,Security and commodity contracts brokerage,Commodity Contracts Brokerage,
523999,66.12,Security and commodity contracts brokerage,Miscellaneous Financial Investment Activities,Gas and oil lease brokers offices
522310,66.19,"Other activities auxiliary to financial services, except insurance and pension funding",Mortgage and Nonmortgage Loan Brokers,
522320,66.19,"Other activities auxiliary to financial services, except insurance and pension funding","Financial Transactions Processing, Reserve, and Clearinghouse Activities",
523930,66.19,"Other activities auxiliary to financial services, except insurance and pension funding",Investment Advice,
523991,66.19,"Other activities auxiliary to financial services, except insurance and pension funding","Trust, Fiduciary, and Custody Activities",
523999,66.19,"Other activities auxiliary to financial services, except insurance and pension funding",Miscellaneous Financial Investment Activities,Except gas and oil lease brokers offices
524291,66.21,Risk and damage evaluation,Claims Adjusting,
524210,66.22,Activities of insurance agents and brokers,Insurance Agencies and Brokerages,
524292,66.29,Other activities auxiliary to insurance and pension funding,Third Party Administration of Insurance and Pension Funds,
524298,66.29,Other activities auxiliary to insurance and pension funding,All Other Insurance Related Activities,
541612,66.29,Other activities auxiliary to insurance and pension funding,Human Resources and Executive Search Consulting Services,Actuarial consulting services
523920,66.30,Fund management activities,Portfolio Management,
523910,68.10,Buying and selling of own real estate,Miscellaneous Intermediation,Buying and selling of real estate as a trading stock of the seller
531110,68.10,Buying and selling of own real estate,Lessors of Residential Buildings and Dwellings,
531120,68.10,Buying and selling of own real estate,Lessors of Nonresidential Buildings (except Miniwarehouses),
531130,68.10,Buying and selling of own real estate,Lessors of Miniwarehouses and Self-Storage Units,
531190,68.10,Buying and selling of own real estate,Lessors of Other Real Estate Property,
531110,68.20,Renting and operating of own or leased real estate,Lessors of Residential Buildings and Dwellings,
531120,68.20,Renting and operating of own or leased real estate,Lessors of Nonresidential Buildings (except Miniwarehouses),
531130,68.20,Renting and operating of own or leased real estate,Lessors of Miniwarehouses and Self-Storage Units,
531190,68.20,Renting and operating of own or leased real estate,Lessors of Other Real Estate Property,
531210,68.31,Real estate agencies,Offices of Real Estate Agents and Brokers,
531320,68.31,Real estate agencies,Offices of Real Estate Appraisers,
531390,68.31,Real estate agencies,Other Activities Related to Real Estate,
531311,68.32,Management of real estate on a fee or contract basis,Residential Property Managers,
531312,68.32,Management of real estate on a fee or contract basis,Nonresidential Property Managers,
541110,69.10,Legal activities,Offices of Lawyers,
541120,69.10,Legal activities,Offices of Notaries,Null set in US: legal activities carried out by notaries
541191,69.10,Legal activities,Title Abstract and Settlement Offices,
541199,69.10,Legal activities,All Other Legal Services,
541990,69.10,Legal activities,"All Other Professional, Scientific, and Technical Services",Arbitration and conciliation services not provided by lawyers or paralegals
541211,69.20,"Accounting, bookkeeping and auditing activities; tax consultancy",Offices of Certified Public Accountants,
541213,69.20,"Accounting, bookkeeping and auditing activities; tax consultancy",Tax Preparation Services,
541214,69.20,"Accounting, bookkeeping and auditing activities; tax consultancy",Payroll Services,
541219,69.20,"Accounting, bookkeeping and auditing activities; tax consultancy",Other Accounting Services,
551114,70.10,Activities of head offices,"Corporate, Subsidiary, and Regional Managing Offices",
541820,70.21,Public relations and communication activities,Public Relations Agencies,
541611,70.22,Business and other management consultancy activities,Administrative Management and General Management Consulting Services,
541612,70.22,Business and other management consultancy activities,Human Resources and Executive Search Consulting Services,Except actuarial consulting services
541613,70.22,Business and other management consultancy activities,Marketing Consulting Services,
541614,70.22,Business and other management consultancy activities,"Process, Physical Distribution, and Logistics Consulting Services",Except freight rate auditors and consultants
541310,71.11,Architectural activities,Architectural Services,
541320,71.11,Architectural activities,Landscape Architectural Services,
541340,71.11,Architectural activities,Drafting Services,
541330,71.12,Engineering activities and related technical consultancy,Engineering Services,
541350,71.12,Engineering activities and related technical consultancy,Building Inspection Services,
541360,71.12,Engineering activities and related technical consultancy,Geophysical Surveying and Mapping Services,
541370,71.12,Engineering activities and related technical consultancy,Surveying and Mapping (except Geophysical) Services,
541380,71.20,Technical testing and analysis,Testing Laboratories,
811198,71.20,Technical testing and analysis,All Other Automotive Repair and Maintenance,Automobile emissions inspection services and safety inspection services
541713,72.11,Research and experimental development on biotechnology,Research and Development in Nanotechnology,New code introduced in NAICS 2017
541714,72.11,Research and experimental development on biotechnology,Research and Development in Biotechnology (except Nanotechnology),New code introduced in NAICS 2017
541715,72.19,Other research and experimental development on natural sciences and engineering,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",New code introduced in NAICS 2017
541720,72.20,Research and experimental development on social sciences and humanities,Research and Development in the Social Sciences and Humanities,
541810,73.11,Advertising agencies,Advertising Agencies,
541850,73.11,Advertising agencies,Display Advertising,
541860,73.11,Advertising agencies,Direct Mail Advertising,
541870,73.11,Advertising agencies,Advertising Material Distribution Services,
541890,73.11,Advertising agencies,Other Services Related to Advertising,
541830,73.12,Media representation,Media Buying Agencies,
541840,73.12,Media representation,Media Representatives,
541910,73.20,Market research and public opinion polling,Marketing Research and Public Opinion Polling,
541410,74.10,Specialised design activities,Interior Design Services,
541420,74.10,Specialised design activities,Industrial Design Services,
541430,74.10,Specialised design activities,Graphic Design Services,
541490,74.10,Specialised design activities,Other Specialized Design Services,
518210,74.20,Photographic activities,"Data Processing, Hosting, and Related Services",Microfilming services
541921,74.20,Photographic activities,"Photography Studios, Portrait",
541922,74.20,Photographic activities,Commercial Photography,
711510,74.20,Photographic activities,"Independent Artists, Writers, and Performers",Independent photojournalists
812921,74.20,Photographic activities,Photofinishing Laboratories (except One-Hour),
812922,74.20,Photographic activities,One-Hour Photofinishing,
541930,74.30,Translation and interpretation activities,Translation and Interpretation Services,
541614,74.90,"Other professional, scientific and technical activities n.e.c.","Process, Physical Distribution, and Logistics Consulting Services",Freight rate auditors and consultants
541618,74.90,"Other professional, scientific and technical activities n.e.c.",Other Management Consulting Services,
541620,74.90,"Other professional, scientific and technical activities n.e.c.",Environmental Consulting Services,
541690,74.90,"Other professional, scientific and technical activities n.e.c.",Other Scientific and Technical Consulting Services,
541990,74.90,"Other professional, scientific and technical activities n.e.c.","All Other Professional, Scientific, and Technical Services","Except arbitration and conciliation services, handwriting analysis and consumer credit and debt counseling services"
711410,74.90,"Other professional, scientific and technical activities n.e.c.","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",
115210,75.00,Veterinary activities,Support Activities for Animal Production,Vaccinating livestock not performed by veterinarians
541940,75.00,Veterinary activities,Veterinary Services,
532111,77.11,Renting and leasing of cars and light motor vehicles,Passenger Car Rental,
532112,77.11,Renting and leasing of cars and light motor vehicles,Passenger Car Leasing,
532120,77.12,Renting and leasing of trucks,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Except rental and leasing of recreational vehicles
532284,77.21,Renting and leasing of recreational and sports goods,Recreational Goods Rental,Except rental of motorcycles (2012 code 532292 renumbered into 532284 in NAICS 2017)
532282,77.22,Renting of video tapes and disks,Video Tape and Disc Rental,2012 code 532230 renumbered into 532282 in NAICS 2017
532210,77.29,Renting and leasing of other personal and household goods,Consumer Electronics and Appliances Rental,
532281,77.29,Renting and leasing of other personal and household goods,Formal Wear and Costume Rental,2012 code 532220 renumbered into 532281 in NAICS 2017
532283,77.29,Renting and leasing of other personal and household goods,Home Health Equipment Rental,2012 code 532291 renumbered into 532283 in NAICS 2017
532289,77.29,Renting and leasing of other personal and household goods,All Other Consumer Goods Rental,2012 code 532299 renumbered into 532289 in NAICS 2017
532310,77.29,Renting and leasing of other personal and household goods,General Rental Centers,Renting a range of commercial and household equipment including do-it-yourself equipment (primarily household)
532412,77.31,Renting and leasing of agricultural machinery and equipment,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Forestry machinery and equipment
238910,77.32,Renting and leasing of construction and civil engineering machinery and equipment,Site Preparation Contractors,Rental of construction equipment (except bulldozers) with operator
532412,77.32,Renting and leasing of construction and civil engineering machinery and equipment,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",
532420,77.33,Renting and leasing of office machinery and equipment (including computers),Office Machinery and Equipment Rental and Leasing,
532411,77.34,Renting and leasing of water transport equipment,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",
532411,77.35,Renting and leasing of air transport equipment,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",
532120,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Rental and leasing of recreational vehicles
532284,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Recreational Goods Rental,Rental of motorcycles (2012 code 532292 renumbered into 532284 in NAICS 2017)
532310,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",General Rental Centers,Except general rental centers primarily renting personal or household goods
532411,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",Railroad vehicles
532490,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Other Commercial and Industrial Machinery and Equipment Rental and Leasing,
533110,77.40,"Leasing of intellectual property and similar products, except copyrighted works",Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
561311,78.10,Activities of employment placement agencies,Employment Placement Agencies,
561312,78.10,Activities of employment placement agencies,Executive Search Services,
561320,78.20,Temporary employment agency activities,Temporary Help Services,
561330,78.30,Other human resources provision,Professional Employer Organizations,
561510,79.11,Travel agency activities,Travel Agencies,
561520,79.12,Tour operator activities,Tour Operators,
561591,79.90,Other reservation service and related activities,Convention and Visitors Bureaus,
561599,79.90,Other reservation service and related activities,All Other Travel Arrangement and Reservation Services,
713990,79.90,Other reservation service and related activities,All Other Amusement and Recreation Industries,Tourist guide services
926110,79.90,Other reservation service and related activities,Administration of General Economic Programs,Tourism development and promotion
561611,80.10,Private security activities,Investigation Services,"Fingerprinting, polygraph services"
561612,80.10,Private security activities,Security Guards and Patrol Services,
561613,80.10,Private security activities,Armored Car Services,
561621,80.20,Security systems service activities,Security Systems Services (except Locksmiths),
561622,80.20,Security systems service activities,Locksmiths,
541990,80.30,Investigation activities,"All Other Professional, Scientific, and Technical Services",Handwriting analysis services and expert services
561611,80.30,Investigation activities,Investigation Services,Except fingerprinting and polygraph services
561210,81.10,Combined facilities support activities,Facilities Support Services,Except private contract operation of prisons
561720,81.21,General cleaning of buildings,Janitorial Services,Except cleaning transport equipment and window cleaning services
238220,81.22,Other building and industrial cleaning activities,"Plumbing, Heating, and Air-Conditioning Contractors","Boiler chipping, cleaning, and scaling"
561720,81.22,Other building and industrial cleaning activities,Janitorial Services,Window cleaning services
811310,81.22,Other building and industrial cleaning activities,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,cleaning industrial machinery
488119,81.29,Other cleaning activities,Other Airport Operations,Cleaning and sweeping airport runways
488210,81.29,Other cleaning activities,Support Activities for Rail Transportation,Freight car cleaning services
488320,81.29,Other cleaning activities,Marine Cargo Handling,Ship hold cleaning services
488490,81.29,Other cleaning activities,Other Support Activities for Road Transportation,"Street sweeping and snow removal on highways, bridges, roads, etc."
561710,81.29,Other cleaning activities,Exterminating and Pest Control Services,
561720,81.29,Other cleaning activities,Janitorial Services,Cleaning of transport equipment
561790,81.29,Other cleaning activities,Other Services to Buildings and Dwellings,Except power washing and other exterior cleaning
561730,81.30,Landscape service activities,Landscaping Services,
561110,82.11,Combined office administrative service activities,Office Administrative Services,
323111,82.19,"Photocopying, document preparation and other specialised office support activities",Commercial Printing (except Screen and Books),"Quick printing combined with photocopy services, photocopy primary"
561410,82.19,"Photocopying, document preparation and other specialised office support activities",Document Preparation Services,
561431,82.19,"Photocopying, document preparation and other specialised office support activities",Private Mail Centers,
561439,82.19,"Photocopying, document preparation and other specialised office support activities",Other Business Service Centers (including Copy Shops),
561421,82.20,Activities of call centres,Telephone Answering Services,
561422,82.20,Activities of call centres,Telemarketing Bureaus,
561920,82.30,Organisation of conventions and trade shows,Convention and Trade Show Organizers,
561440,82.91,Activities of collection agencies and credit bureaus,Collection Agencies,Except tax collection on a contract of fee basis
561450,82.91,Activities of collection agencies and credit bureaus,Credit Bureaus,
325998,82.92,Packaging activities,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Aerosol packaging
561499,82.92,Packaging activities,All Other Business Support Services,Barcode attaching services (labeling services)
561910,82.92,Packaging activities,Packaging and Labeling Services,
561491,82.99,Other business support service activities n.e.c.,Repossession Services,
561492,82.99,Other business support service activities n.e.c.,Court Reporting and Stenotype Services,
561499,82.99,Other business support service activities n.e.c.,All Other Business Support Services,Except barcode attaching services (labeling services)
561990,82.99,Other business support service activities n.e.c.,All Other Support Services,"Except cloth cutting for the trade, motor vehicle license issuing on a contract or fee basis and commercial fire fighting services"
561440,84.11,General public administration activities,Collection Agencies,Tax collection on a contract or fee basis
921110,84.11,General public administration activities,Executive Offices,
921120,84.11,General public administration activities,Legislative Bodies,
921130,84.11,General public administration activities,Public Finance Activities,
921140,84.11,General public administration activities,"Executive and Legislative Offices, Combined",
921150,84.11,General public administration activities,American Indian and Alaska Native Tribal Governments,Except tribal courts and tribal police
921190,84.11,General public administration activities,Other General Government Support,
922190,84.11,General public administration activities,"Other Justice, Public Order, and Safety Activities",Justice statistics centers
923110,84.11,General public administration activities,Administration of Education Programs,Education statistics centers
923120,84.11,General public administration activities,Administration of Public Health Programs,Health statistics centers
926110,84.11,General public administration activities,Administration of General Economic Programs,General government statistics centers
923110,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Education Programs,Except education statistics centers
923120,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Public Health Programs,Except health statistics centers
923130,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",Administration of human resource programs
923140,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Veterans' Affairs,
924110,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Air and Water Resource and Solid Waste Management Programs,
924120,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Conservation Programs,Except agricultural conservation and stabilization program administration and fishery inspection and protection
925110,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of Housing Programs,
926110,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Administration of General Economic Programs,Administration of art and cultural programs
561990,84.13,Regulation of and contribution to more efficient operation of businesses,All Other Support Services,Vehicle license issuing on a contract or fee basis
924120,84.13,Regulation of and contribution to more efficient operation of businesses,Administration of Conservation Programs,Conservation and stabilization program administration
925120,84.13,Regulation of and contribution to more efficient operation of businesses,Administration of Urban Planning and Community and Rural Development,
926110,84.13,Regulation of and contribution to more efficient operation of businesses,Administration of General Economic Programs,"Except tourism development, statistics centers, art and cultural programs, and foreign cultural activities"
926120,84.13,Regulation of and contribution to more efficient operation of businesses,Regulation and Administration of Transportation Programs,Except coast guard activities
926130,84.13,Regulation of and contribution to more efficient operation of businesses,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",
926140,84.13,Regulation of and contribution to more efficient operation of businesses,Regulation of Agricultural Marketing and Commodities,
926150,84.13,Regulation of and contribution to more efficient operation of businesses,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",
927110,84.13,Regulation of and contribution to more efficient operation of businesses,Space Research and Technology,Except space transportation of freight
926110,84.21,Foreign affairs,Administration of General Economic Programs,Foreign cultural activities
928110,84.21,Foreign affairs,National Security,Foreign military aid
928120,84.21,Foreign affairs,International Affairs,Except immigration and boarder police and extraterritorial bodies
922190,84.22,Defence activities,"Other Justice, Public Order, and Safety Activities",Civil defense activities
928110,84.22,Defence activities,National Security,"Except foreign military aid, military police, and military courts"
561210,84.23,Justice and judicial activities,Facilities Support Services,Private contract operation of prisons
921150,84.23,Justice and judicial activities,American Indian and Alaska Native Tribal Governments,Tribal courts
922110,84.23,Justice and judicial activities,Courts,
922130,84.23,Justice and judicial activities,Legal Counsel and Prosecution,
922140,84.23,Justice and judicial activities,Correctional Institutions,
922150,84.23,Justice and judicial activities,Parole Offices and Probation Offices,
928110,84.23,Justice and judicial activities,National Security,Military courts
921150,84.24,Public order and safety activities,American Indian and Alaska Native Tribal Governments,Tribal police
922120,84.24,Public order and safety activities,Police Protection,
922190,84.24,Public order and safety activities,"Other Justice, Public Order, and Safety Activities",Except civil defense activities and justice statistics centers
924120,84.24,Public order and safety activities,Administration of Conservation Programs,Fishery inspection and protection
926120,84.24,Public order and safety activities,Regulation and Administration of Transportation Programs,coast guard activities (except academy)
928110,84.24,Public order and safety activities,National Security,"Military police, coast guard, and similar"
928120,84.24,Public order and safety activities,International Affairs,Immigration and boarder police
561990,84.25,Fire service activities,All Other Support Services,Commercial fire fighting
922160,84.25,Fire service activities,Fire Protection,
923130,84.30,Compulsory social security activities,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Social security, workers compensation, unemployment insurance and similar social welfare programs"
611110,85.10,Pre-primary education,Elementary and Secondary Schools,"Preschool, kindergarten"
611110,85.20,Primary education,Elementary and Secondary Schools,"Elementary schools, and associated school boards"
611691,85.20,Primary education,Exam Preparation and Tutoring,Adult literacy programs
611110,85.31,General secondary education,Elementary and Secondary Schools,"Jr. high school, high school, and associated school boards"
611110,85.32,Technical and vocational secondary education,Elementary and Secondary Schools,Technical and vocational high schools
611410,85.32,Technical and vocational secondary education,Business and Secretarial Schools,
611511,85.32,Technical and vocational secondary education,Cosmetology and Barber Schools,
611512,85.32,Technical and vocational secondary education,Flight Training,"Except flight training not resulting in type rating (certificate for 747, 757, etc.)"
611513,85.32,Technical and vocational secondary education,Apprenticeship Training,
611519,85.32,Technical and vocational secondary education,Other Technical and Trade Schools,
611210,85.41,Post-secondary non-tertiary education,Junior Colleges,
611310,85.42,Tertiary education,"Colleges, Universities, and Professional Schools",
611620,85.51,Sports and recreation education,Sports and Recreation Instruction,
611699,85.51,Sports and recreation education,All Other Miscellaneous Schools and Instruction,"Yoga instruction, card game instruction (such as bridge)"
611610,85.52,Cultural education,Fine Arts Schools,
611512,85.53,Driving school activities,Flight Training,"Flight training not resulting in type rating (certificate for 747, 757, etc.)"
611692,85.53,Driving school activities,Automobile Driving Schools,
611420,85.59,Other education n.e.c.,Computer Training,
611430,85.59,Other education n.e.c.,Professional and Management Development Training,
611630,85.59,Other education n.e.c.,Language Schools,
611691,85.59,Other education n.e.c.,Exam Preparation and Tutoring,Except adult literacy programs
611699,85.59,Other education n.e.c.,All Other Miscellaneous Schools and Instruction,Except yoga instruction and card game instruction
611710,85.60,Educational support activities,Educational Support Services,
622110,86.10,Hospital activities,General Medical and Surgical Hospitals,
622210,86.10,Hospital activities,Psychiatric and Substance Abuse Hospitals,
622310,86.10,Hospital activities,Specialty (except Psychiatric and Substance Abuse) Hospitals,
621111,86.21,General medical practice activities,Offices of Physicians (Except Mental Health Specialists),
621112,86.21,General medical practice activities,"Offices of Physicians, Mental Health Specialists",
621491,86.21,General medical practice activities,HMO Medical Centers,
621498,86.21,General medical practice activities,All Other Outpatient Care Centers,"Except nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
621111,86.22,Specialist medical practice activities,Offices of Physicians (Except Mental Health Specialists),
621112,86.22,Specialist medical practice activities,"Offices of Physicians, Mental Health Specialists",
621410,86.22,Specialist medical practice activities,Family Planning Centers,Except family planning and counseling provided by medical professionals (except doctors) and family planning social services
621420,86.22,Specialist medical practice activities,Outpatient Mental Health and Substance Abuse Centers,"Except outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
621493,86.22,Specialist medical practice activities,Freestanding Ambulatory Surgical and Emergency Centers,
621498,86.22,Specialist medical practice activities,All Other Outpatient Care Centers,"Except nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
