PRODCOM 2021,Name,AdditionalText,URI
10203250,"Molluscs (scallops, mussels, cuttle fish, squid and octopus), frozen, dried, salted or in brine",Reference to HS/CN:  0307[.12 + .19(.00a) + .22(.10 + .90) + .29(.00a) + .32(.10 + .90) + .39(.20a + .80a) + .43(.21 + .25 + .29 + .31 + .33 + .35 + .38 + .91 + .92 + .95 + .99) + .49(.20a + .40a + .50a + .60a + .80a) + .52 + .59(.00a) + .84 + .92 + .99(.00a)],10203250
102033,"Other aquatic invertebrates and seaweed, frozen, dried, salted or in brine",,102033
10203350,"Other aquatic invertebrates (striped venus, jellyfish, etc.), frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebrates other than crustaceans, fit  for human consumption, frozen, dried, salted or in brine",Reference to HS/CN:  0307[.72(.10 + .90) + .79(.00a) + .83 + .87(.00a) + .88(.00a)] + 0308[.12 + .19(.00a) + .22 + .29(.00a) + .30(.50 + .80a) + .90(.50 + .90a)],10203350
102034,"Crustaceans, molluscs and other aquatic invertebrates and seaweed, otherwise prepared or preserved",,102034
10203400,"Crustaceans, molluscs and other aquatic invertebrates and seaweed, otherwise prepared or preserved",Reference to HS/CN:  0306[.11(.10b + .90b) + .12(.10b + .90b) + .14(.10b + .30b + .90b) + .15(.00b) + .16(.91b + .99b) + .17(.91b + .92b + .93b + .94b + .99b) + .19(.10b + .90b) + .91(.00b) + .92(.10b + .90b) + .93(.10b + .90b) + .94(.00b) + .95(.11b + .19b + .20b + .30b + .4,10203400
102041,"Flours, meals and pellets of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed, unfit for human consumption",,102041
10204100,"Flours, meals and pellets of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption",Reference to HS/CN:  2301 20,10204100
102042,"Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed",,102042
10204200,"Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed (including fish waste; excluding whalebone and whalebone hair, coral or similar materials, shells an cuttle-bone, unworked or simply prepared/natural sponges)",Reference to HS/CN:  0511[.91(.10 + .90)],10204200
1031,Processing and preserving of potatoes,,1031
103111,"Potatoes, frozen",,103111
10311110,"Frozen potatoes, uncooked or cooked by steaming or boiling in water",Reference to HS/CN:  0710 10,10311110
10311130,"Frozen potatoes, prepared or preserved (including potatoes cooked or partly cooked in oil and then frozen; excluding by vinegar or acetic acid)",Reference to HS/CN:  2004[.10(.10 + .91 + .99)],10311130
103112,Dried potatoes whether or not cut or sliced but not further prepared,,103112
10311200,Dried potatoes whether or not cut or sliced but not further prepared,Reference to HS/CN:  0712 90 05,10311200
103113,"Dried potatoes in the form of flour, meal, flakes, granulates and pellets",,103113
10311300,"Dried potatoes in the form of flour, meal, flakes, granules and pellets",Reference to HS/CN:  1105[.10 + .20],10311300
103114,Potatoes prepared or preserved,,103114
10311430,"Potatoes prepared or preserved in the form of flour, meal or flakes (excluding frozen, crisps, by vinegar or acetic acid)",Reference to HS/CN:  2005 20 10,10311430
10311460,"Potatoes prepared or preserved, including crisps (excluding frozen, dried, by vinegar or acetic acid, in the form of flour, meal or flakes)",Reference to HS/CN:  2005[.20(.20 + .80)],10311460
1032,Manufacture of fruit and vegetable juice,,1032
103211,Tomato juice,,103211
10321100,Tomato juice,Reference to HS/CN:  2009[.50(.10 + .90)],10321100
103212,Orange juice,,103212
10321210,Frozen unconcentrated orange juice,Reference to HS/CN:  2009[.11(.91 + .99)],10321210
10321220,Unconcentrated orange juice (excluding frozen),Reference to HS/CN:  2009[.12 + .19(.91 + .98)],10321220
10321230,Orange juice n.e.c.,Reference to HS/CN:  2009[.11(.11 + .19) + .19(.11 + .19)],10321230
103213,Grapefruit juice,,103213
10321300,Grapefruit juice,Reference to HS/CN:  2009[.21 + .29(.11 + .19 + .91 + .99)],10321300
103214,Pineapple juice,,103214
10321400,Pineapple juice,Reference to HS/CN:  2009[.41(.92 + .99) + .49(.11 + .19 + .30 + .91 + .93 + .99)],10321400
103215,Grape juice,,103215
10321500,Grape juice (including grape must),Reference to HS/CN:  2009[.61(.10 + .90) + .69(.11 + .19 + .51 + .59 + .71 + .79 + .90)],10321500
103216,Apple juice,,103216
10321600,Apple juice,Reference to HS/CN:  2009[.71(.20 + .99) + .79(.11 + .19 + .30 + .91 + .98)],10321600
103217,Mixtures of fruit and vegetable juices,,103217
10321700,Mixtures of fruit and vegetable juices,Reference to HS/CN:  2009[.90(.11 + .19 + .21 + .29 + .31 + .39 + .41 + .49 + .51 + .59 + .71 + .73 + .79 + .92 + .94 + .95 + .96 + .97 + .98)],10321700
103219,Other fruit and vegetable juices,,103219
10321910,Unconcentrated juice of any single citrus fruit (excluding orange and grapefruit),Reference to HS/CN:  2009[.31(.11 + .19 + .51 + .59 + .91 + .99) + .39(.31 + .39 + .51 + .55 + .59 + .91 + .95 + .99)],10321910
10321920,"Unconcentrated juice of any single fruit or vegetable, not fermented and not containing added spirit (excluding orange, grapefruit, pineapple, tomato, grape and apple juices)",Reference to HS/CN:  2009[.81(.31 + .51 + .59 + .95 + .99) + .89(.50 + .61 + .63 + .69 + .71 + .73 + .79 + .85 + .86 + .88 + .89 + .96 + .97 + .99)],10321920
10321930,Other fruit and vegetable juices n.e.c.,Reference to HS/CN:  2009[.39(.11 + .19) + .81(.11 + .19) + .89(.11 + .19 + .34 + .35 + .36 + .38)],10321930
1039,Other processing and preserving of fruit and vegetables,,1039
103911,"Vegetables, frozen",,103911
10391100,"Frozen vegetables and mixtures of vegetables, uncooked or cooked by steaming or boiling in water (excluding potatoes)",Reference to HS/CN:  0710[.21 + .22 + .29 + .30 + .40 + .80(.10 + .51 + .59 + .61 + .69 + .70 + .80 + .85 + .95) + .90],10391100
103912,Vegetables provisionally preserved,,103912
10391200,"Vegetables provisionally preserved by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption",Reference to HS/CN:  0711[.20(.10 + .90) + .40 + .51 + .59 + .90(.10 + .30 + .50 + .70 + .80 + .90)],10391200
103913,Dried vegetables,,103913
10391330,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",Reference to HS/CN:  0712 20,10391330
10391350,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared",Reference to HS/CN:  0712[.31 + .32 + .33 + .39],10391350
10391390,"Dried vegetables (excluding potatoes, onions, mushrooms and truffles) and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared",Reference to HS/CN:  0712[.90(.11 + .19 + .30 + .50 + .90)],10391390
103915,"Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,103915
10391500,"Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",Reference to HS/CN:  2005[.51(.00a) + .59(.00a)],10391500
103916,"Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,103916
10391600,"Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",Reference to HS/CN:  2005 40 00a,10391600
103917,"Other vegetables (except potatoes), preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,103917
10391710,"Preserved tomatoes, whole or in pieces (excluding prepared vegetable dishes and tomatoes preserved by vinegar or acetic acid)",Reference to HS/CN:  2002[.10(.10a + .90a)],10391710
10391721,Unconcentrated tomato puree and paste,Reference to HS/CN:  2002[.90(.11 + .19)],10391721
10391725,Concentrated tomato puree and paste,Reference to HS/CN:  2002[.90(.31 + .39 + .91 + .99)],10391725
10391730,"Prepared or preserved mushrooms and truffles (excluding prepared vegetable dishes and mushrooms and truffles dried, frozen or preserved by vinegar or acetic acid)",Reference to HS/CN:  2003[.10(.20a + .30a) + .90(.10a + .90a)],10391730
10391740,"Frozen vegetables and mixtures of vegetables (excluding prepared vegetable dishes, frozen vegetables and mixtures of vegetables uncooked or cooked by steaming or boiling in water, or preserved by vinegar or acetic acid)",Reference to HS/CN:  2004[.90(.10a + .30a + .50a + .91a + .98a)],10391740
10391750,"Preserved sauerkraut (excluding prepared vegetable dishes and sauerkraut dried, frozen or preserved by vinegar or acetic acid)",Reference to HS/CN:  2005 99 60a,10391750
10391760,"Preserved asparagus (excluding prepared vegetable dishes and asparagus dried, frozen or preserved by vinegar or acetic acid)",Reference to HS/CN:  2005 60 00a,10391760
10391770,"Prepared or preserved olives (excluding prepared vegetable dishes and olives dried, frozen or preserved by vinegar or acetic acid)",Reference to HS/CN:  2005 70 00a,10391770
10391780,"Prepared or preserved sweetcorn (excluding prepared vegetable dishes and sweetcorn dried, frozen or preserved by vinegar or acetic acid)",Reference to HS/CN:  2005 80 00a,10391780
10391790,"Vegetables and mixtures of vegetables, n.e.c. (excluding prepared vegetable dishes and frozen vegetables and mixtures of vegetables)",Reference to HS/CN:  2005[.91(.00a) + .99(.10a + .20a + .30a + .50a + .80a)],10391790
103918,"Vegetables (except potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",,103918
10391800,"Vegetables (excluding potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",Reference to HS/CN:  2001[.10 + .90(.10 + .20 + .30 + .40 + .50 + .65 + .70 + .92 + .97)],10391800
103921,"Fruit and nuts, uncooked or cooked, frozen",,103921
10392100,Frozen fruit and nuts uncooked or cooked by steaming or boiling in water,Reference to HS/CN:  0811[.10(.11 + .19 + .90) + .20(.11 + .19 + .31 + .39 + .51 + .59 + .90) + .90(.11 + .19 + .31 + .39 + .50 + .70 + .75 + .80 + .85 + .95)],10392100
103922,"Jams, fruit jellies and fruit or nut puree and pastes",,103922
10392230,"Citrus fruit jams, marmalades, jellies, purees or pastes, being cooked preparations (excluding homogenised preparations)",Reference to HS/CN:  2007[.91(.10 + .30 + .90)],10392230
10392290,"Jams, marmalades, fruit jellies, fruit or nut purees and pastes, being cooked preparations (excluding of citrus fruit, homogenised preparations)",Reference to HS/CN:  2007[.99(.10 + .20 + .31 + .33 + .35 + .39 + .50 + .93 + .97)],10392290
103923,"Nuts, groundnuts, roasted, salted or otherwise prepared",,103923
10392330,"Prepared or preserved groundnuts (including peanut butter; excluding by vinegar or acetic acid, frozen, purees and pastes)",Reference to HS/CN:  2008[.11(.10 + .91 + .96 + .98)],10392330
10392390,"Prepared or preserved nuts (other than groundnuts); and other seeds and mixtures (excluding by vinegar or acetic acid, frozen, purees and pastes, preserved by sugar)",Reference to HS/CN:  2008[.19(.12 + .13 + .19 + .92 + .93 + .95 + .99)],10392390
103924,"Fruit and nuts, provisionally preserved, not for immediate consumption",,103924
10392410,"Peel of citrus fruit or melons, fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",Reference to HS/CN:  0814,10392410
10392430,"Other fruit and nuts provisionally preserved by sulphur dioxide gas, in brine, sulphur water or in other preservative solutions, but unsuitable for immediate consumption",Reference to HS/CN:  0812[.10 + .90(.25 + .30 + .40 + .70 + .98)],10392430
103925,"Groundnuts and nuts, shelled",,103925
10392500,"Groundnuts and nuts, shelled and sunflower seeds, peeled",Reference to HS/CN:  0801[.22 + .32] + 0802[.12(.10 + .90) + .22 + .32 + .42 + .52 + .62] + 1202 42 + 1206 00 91a,10392500
103929,"Other prepared, dried or preserved fruits and nuts",,103929
10392910,Dried grapes,Reference to HS/CN:  0806[.20(.10 + .30 + .90)],10392910
10392930,Dried fruit (excluding grapes); mixtures of dried nuts and/or dried fruits,Reference to HS/CN:  0803[.10(.90) + .90(.90)] + 0804[.10(.00a) + .20(.90a) + .30(.00a) + .40(.00a) + .50(.00a)] + 0805[.10(.80a) + .21(.90a) + .22(.00a)] + 0813[.10 + .20 + .30 + .40(.10 + .30 + .50 + .65 + .95) + .50(.12 + .15 + .19 + .31 + .39 + .91 + .99)] + 2008[.97(.03,10392930
10392950,"Fruit, prepared or preserved, n.e.c. (excluding Müsli)",Reference to HS/CN:  2008[.20(.11 + .19 + .31 + .39 + .51 + .59 + .71 + .79 + .90) + .30(.11 + .19 + .31 + .39 + .51 + .55 + .59 + .71 + .75 + .79 + .90) + .40(.11 + .19 + .21 + .29 + .31 + .39 + .51 + .59 + .71 + .79 + .90) + .50(.11 + .19 + .31 + .39 + .51 + .59 + .61 + .69,10392950
103930,"Vegetable materials and vegetable waste, vegetable residues and by-products",,103930
10393000,"Vegetable by-products and waste for animal consumption, n.e.c.",Reference to HS/CN:  2308[.00(.11 + .19 + .40 + .90)],10393000
103991,Cooking and other preparation services for the preservation of fruit and vegetables,,103991
10399100,"Cooking and other preparation services (concentration, etc.) for the preservation of fruit and vegetables",,10399100
1041,Manufacture of oils and fats,,1041
104111,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared",,104111
10411100,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or otherwise prepared)",Reference to HS/CN:  1503[.00(.11 + .19 + .30 + .90)],10411100
104112,"Fats and oils and their fractions, of fish and marine mammals",,104112
10411200,Fats and oils and their fractions of fish or marine mammals (excluding chemically modified),Reference to HS/CN:  1504[.10(.10 + .91 + .99) + .20(.10 + .90) + .30(.10 + .90)],10411200
104119,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified",,104119
10411900,"Other animal fats and oils and their fractions, whether or not refined (excluding chemically modified)",Reference to HS/CN:  1506,10411900
104121,"Groundnut oil, crude",,104121
10412110,Crude groundnut oil and its fractions (excluding chemically modified),Reference to HS/CN:  1508[.10(.10 + .90)],10412110
104122,"Olive oil, crude",,104122
10412210,Virgin olive oil and its fractions (excluding chemically modified),Reference to HS/CN:  1509[.10(.10 + .20 + .80)],10412210
10412220,"Oils and their fractions obtained solely from olives, crude (including those blended with virgin olive oil, refined) (excluding virgin olive oil and chemically modified oils)",Reference to HS/CN:  1510 00 10,10412220
104123,"Sunflower-seed oil, crude",,104123
10412300,Crude sunflower-seed and safflower oil and their fractions (excluding chemically modified),Reference to HS/CN:  1512[.11(.10 + .91 + .99)],10412300
104124,"Rape, colza and mustard oil, crude",,104124
10412410,"Crude rape, colza or mustard oil and their fractions (excluding chemically modified)",Reference to HS/CN:  1514[.11(.10 + .90) + .91(.10 + .90)],10412410
104125,"Palm oil, crude",,104125
10412510,Crude palm oil and its fractions (excluding chemically modified),Reference to HS/CN:  1511[.10(.10 + .90)],10412510
104129,"Other vegetable oils, crude",,104129
