CN 2022,SupText,URI,Name
25221000,Quicklime,252210000080,2522 10 00 - Quicklime
25222000,Slaked lime,252220000080,2522 20 00 - Slaked lime
25223000,Hydraulic lime (excl. pure calcium oxide and calcium hydroxide),252230000080,2522 30 00 - Hydraulic lime
2523,"Cement, incl. cement clinkers, whether or not coloured",252300000080,"2523 Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers"
25231000,Cement clinkers,252310000080,2523 10 00 - Cement clinkers
25232100,"White portland cement, whether or not artificially coloured",252321000080,"2523 21 00 -- White cement, whether or not artificially coloured"
25232900,"Portland cement (excl. white, whether or not artificially coloured)",252329000080,2523 29 00 -- Other
25233000,Aluminous cement,252330000080,2523 30 00 - Aluminous cement
25239000,"Cement, whether or not coloured (excl. portland cement and aluminous cement)",252390000080,2523 90 00 - Other hydraulic cements
2524,Asbestos (excl. products made from asbestos),252400000080,2524 Asbestos
25241000,Crocidolite asbestos (excl. products made from crocidolite),252410000080,2524 10 00 - Crocidolite
25249000,Asbestos (excl. crocidolite and products made from asbestos),252490000080,2524 90 00 - Other
2525,"Mica, whether or not rifted into sheets or splittings; mica waste",252500000080,"2525 Mica, including splittings; mica waste"
25251000,Crude mica and mica rifted into sheets or splittings,252510000080,2525 10 00 - Crude mica and mica rifted into sheets or splittings
25252000,Mica powder,252520000080,2525 20 00 - Mica powder
25253000,Mica waste,252530000080,2525 30 00 - Mica waste
2526,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; talc",252600000080,"2526 Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc"
25261000,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape, and talc, uncrushed or unpowdered",252610000080,"2526 10 00 - Not crushed, not powdered"
25262000,"Natural steatite and talc, crushed or powdered",252620000080,2526 20 00 - Crushed or powdered
25280000,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids containing <= 85% of H3BO3 calculated on the dry weight (excl. borates separated from natural brine)",252800000080,"2528 00 00 Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight"
2529,"Feldspar; leucite, nepheline and nepheline syenite; fluorspar",252900000080,2529 Feldspar; leucite; nepheline and nepheline syenite; fluorspar
25291000,Feldspar,252910000080,2529 10 00 - Feldspar
25292100,Fluorspar containing by weight <= 97% calcium fluoride,252921000080,2529 21 00 -- Containing by weight 97 % or less of calcium fluoride
25292200,Fluorspar containing by weight > 97% calcium fluoride,252922000080,2529 22 00 -- Containing by weight more than 97 % of calcium fluoride
25293000,"Leucite, nepheline and nepheline syenite",252930000080,2529 30 00 - Leucite; nepheline and nepheline syenite
2530,"Vermiculite, perlite and other mineral substances, n.e.s.",253000000080,2530 Mineral substances not elsewhere specified or included
25301000,"Vermiculite, perlite and chlorites, unexpanded",253010000080,"2530 10 00 - Vermiculite, perlite and chlorites, unexpanded"
25302000,"Kieserite and epsomite ""natural magnesium sulphates""",253020000080,"2530 20 00 - Kieserite, epsomite (natural magnesium sulphates)"
25309000,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",253090000080,2530 90 00 - Other
26,"ORES, SLAG AND ASH",260021000090,"CHAPTER 26 - ORES, SLAG AND ASH"
2601,"Iron ores and concentrates, incl. roasted iron pyrites",260100000080,"2601 Iron ores and concentrates, including roasted iron pyrites"
26011100,Non-agglomerated iron ores and concentrates (excl. roasted iron pyrites),260111000080,2601 11 00 -- Non-agglomerated
26011200,Agglomerated iron ores and concentrates (excl. roasted iron pyrites),260112000080,2601 12 00 -- Agglomerated
26012000,Roasted iron pyrites,260120000080,2601 20 00 - Roasted iron pyrites
26020000,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a manganese content of >= 20%, calculated on the dry weight",260200000080,"2602 00 00 Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 % or more, calculated on the dry weight"
26030000,Copper ores and concentrates,260300000080,2603 00 00 Copper ores and concentrates
26040000,Nickel ores and concentrates,260400000080,2604 00 00 Nickel ores and concentrates
26050000,Cobalt ores and concentrates,260500000080,2605 00 00 Cobalt ores and concentrates
26060000,Aluminium ores and concentrates,260600000080,2606 00 00 Aluminium ores and concentrates
26070000,Lead ores and concentrates,260700000080,2607 00 00 Lead ores and concentrates
26080000,Zinc ores and concentrates,260800000080,2608 00 00 Zinc ores and concentrates
26090000,Tin ores and concentrates,260900000080,2609 00 00 Tin ores and concentrates
26100000,Chromium ores and concentrates,261000000080,2610 00 00 Chromium ores and concentrates
26110000,Tungsten ores and concentrates,261100000080,2611 00 00 Tungsten ores and concentrates
2612,Uranium or thorium ores and concentrates,261200000080,2612 Uranium or thorium ores and concentrates
261210,Uranium ores and concentrates,261210000080,2612 10 - Uranium ores and concentrates
26121010,"Uranium ores and pitchblende, with a uranium content of > 5% by weight [Euratom]",261210100080,"2612 10 10 -- Uranium ores and pitchblende, and concentrates thereof, with a uranium content of more than 5 % by weight (Euratom)"
26121090,"Uranium ores and concentrates (excl. uranium ores and pitchblende, with a uranium content of > 5% by weight)",261210900080,2612 10 90 -- Other
261220,Thorium ores and concentrates,261220000080,2612 20 - Thorium ores and concentrates
26122010,"Monazite; urano-thorianite and other thorium ores, with a thorium content of > 20% by weight [Euratom]",261220100080,"2612 20 10 -- Monazite; urano-thorianite and other thorium ores and concentrates, with a thorium content of more than 20 % by weight (Euratom)"
26122090,"Thorium ores and concentrates (excl. monazite, urano-thorianite and other thorium ores and concentrates, with a thorium content of > 20% by weight)",261220900080,2612 20 90 -- Other
2613,Molybdenum ores and concentrates,261300000080,2613 Molybdenum ores and concentrates
26131000,Roasted molybdenum ores and concentrates,261310000080,2613 10 00 - Roasted
26139000,Molybdenum ores and concentrates (excl. roasted),261390000080,2613 90 00 - Other
26140000,Titanium ores and concentrates,261400000080,2614 00 00 Titanium ores and concentrates
2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",261500000080,"2615 Niobium, tantalum, vanadium or zirconium ores and concentrates"
26151000,Zirconium ores and concentrates,261510000080,2615 10 00 - Zirconium ores and concentrates
26159000,"Niobium, tantalum or vanadium ores and concentrates",261590000080,2615 90 00 - Other
2616,Precious-metal ores and concentrates,261600000080,2616 Precious-metal ores and concentrates
26161000,Silver ores and concentrates,261610000080,2616 10 00 - Silver ores and concentrates
26169000,Precious-metal ores and concentrates (excl. silver ores and oncentrates),261690000080,2616 90 00 - Other
2617,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, tin, chromium, tungsten, uranium, thorium, molybdenum, titanium, niobium, tantalum, vanadium, zirconium and precious-metal ores and concentrates)",261700000080,2617 Other ores and concentrates
26171000,Antimony ores and concentrates,261710000080,2617 10 00 - Antimony ores and concentrates
26179000,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, tin, chromium, tungsten, uranium, thorium, molybdenum, titanium, niobium, tantalum, vanadium, zirconium, precious-metal or antimony ores and concentrates)",261790000080,2617 90 00 - Other
26180000,"Granulated slag ""slag sand"" from the manufacture of iron or steel",261800000080,2618 00 00 Granulated slag (slag sand) from the manufacture of iron or steel
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excl. granulated slag)",261900000080,"2619 00 Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel"
26190020,Waste from the manufacture of iron or steel suitable for the recovery of iron or manganese,261900200080,2619 00 20 - Waste suitable for the recovery of iron or manganese
26190090,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excl. granulated slag, waste suitable for the recovery of iron or manganese)",261900900080,2619 00 90 - Other
2620,"Slag, ash and residues containing metals, arsenic or their compounds (excl. those from the manufacture of iron or steel)",262000000080,"2620 Slag, ash and residues (other than from the manufacture of iron or steel), containing metals, arsenic or their compounds"
26201100,Hard zinc spelter,262011000080,2620 11 00 -- Hard zinc spelter
26201900,"Slag, ash and residues containing mainly zinc (excl. hard zinc spelter)",262019000080,2620 19 00 -- Other
26202100,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks of leaded gasoline and leaded anti-knock compounds and containing mainly lead, lead compounds and iron oxide",262021000080,2620 21 00 -- Leaded gasoline sludges and leaded anti-knock compound sludges
