NAICS 2017,NAICS 2022,2017 NAICS Title,2022 NAICS Title,Change Indicator
311612,311612,Meat Processed from Carcasses,Meat Processed from Carcasses,
42447,42447,Meat and Meat Product Merchant Wholesalers,Meat and Meat Product Merchant Wholesalers,
424470,424470,Meat and Meat Product Merchant Wholesalers,Meat and Meat Product Merchant Wholesalers,
333914,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing","Measuring, Dispensing, and Other Pumping Equipment Manufacturing",
311941,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing","Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",
33791,33791,Mattress ManufacturingT,Mattress ManufacturingT,
337910,337910,Mattress Manufacturing,Mattress Manufacturing,
56292,56292,Materials Recovery Facilities,Materials Recovery Facilities,
562920,562920,Materials Recovery Facilities,Materials Recovery Facilities,
33392,33392,Material Handling Equipment ManufacturingT,Material Handling Equipment ManufacturingT,
23814,23814,Masonry Contractors,Masonry Contractors,
238140,238140,Masonry Contractors,Masonry Contractors,
54191,54191,Marketing Research and Public Opinion PollingT,Marketing Research and Public Opinion PollingT,
541910,541910,Marketing Research and Public Opinion Polling,Marketing Research and Public Opinion Polling,
541613,541613,Marketing Consulting Services,Marketing Consulting Services,
48832,48832,Marine Cargo HandlingT,Marine Cargo HandlingT,
488320,488320,Marine Cargo Handling,Marine Cargo Handling,
71393,71393,MarinasT,MarinasT,
713930,713930,Marinas,Marinas,
31-33,31-33,ManufacturingT,ManufacturingT,
3346,3346,Manufacturing and Reproducing Magnetic and Optical MediaT,Manufacturing and Reproducing Magnetic and Optical MediaT,
33461,33461,Manufacturing and Reproducing Magnetic and Optical MediaT,Manufacturing and Reproducing Magnetic and Optical MediaT,
321991,321991,Manufactured Home (Mobile Home) Manufacturing,Manufactured Home (Mobile Home) Manufacturing,
5416,5416,"Management, Scientific, and Technical Consulting ServicesT","Management, Scientific, and Technical Consulting ServicesT",
55,55,Management of Companies and EnterprisesT,Management of Companies and EnterprisesT,
551,551,Management of Companies and EnterprisesT,Management of Companies and EnterprisesT,
5511,5511,Management of Companies and EnterprisesT,Management of Companies and EnterprisesT,
55111,55111,Management of Companies and EnterprisesT,Management of Companies and EnterprisesT,
54161,54161,Management Consulting ServicesT,Management Consulting ServicesT,
311213,311213,Malt Manufacturing,Malt Manufacturing,
33522,33522,Major Household Appliance ManufacturingT,Major Household Appliance ManufacturingT,
335220,335220,Major Household Appliance Manufacturing,Major Household Appliance Manufacturing,
4238,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers","Machinery, Equipment, and Supplies Merchant Wholesalers",
333,333,Machinery ManufacturingT,Machinery ManufacturingT,
333517,333517,Machine Tool Manufacturing,Machine Tool Manufacturing,
33271,33271,Machine ShopsT,Machine ShopsT,
3327,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT","Machine Shops; Turned Product; and Screw, Nut, and Bolt ManufacturingT",
332710,332710,Machine Shops,Machine Shops,
42331,42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",
423310,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",
4233,4233,Lumber and Other Construction Materials Merchant Wholesalers,Lumber and Other Construction Materials Merchant Wholesalers,
1133,1133,LoggingT,LoggingT,
11331,11331,LoggingT,LoggingT,
113310,113310,Logging,Logging,
561622,561622,Locksmiths,Locksmiths,
4922,4922,Local Messengers and Local DeliveryT,Local Messengers and Local DeliveryT,
49221,49221,Local Messengers and Local DeliveryT,Local Messengers and Local DeliveryT,
492210,492210,Local Messengers and Local Delivery,Local Messengers and Local Delivery,
42452,42452,Livestock Merchant Wholesalers,Livestock Merchant Wholesalers,
424520,424520,Livestock Merchant Wholesalers,Livestock Merchant Wholesalers,
812331,812331,Linen Supply,Linen Supply,
81233,81233,Linen and Uniform Supply,Linen and Uniform Supply,
482111,482111,Line-Haul Railroads,Line-Haul Railroads,
48532,48532,Limousine ServiceT,Limousine ServiceT,
485320,485320,Limousine Service,Limousine Service,
722513,722513,Limited-Service Restaurants,Limited-Service Restaurants,
32741,32741,Lime ManufacturingT,Lime ManufacturingT,
327410,327410,Lime Manufacturing,Lime Manufacturing,
3274,3274,Lime and Gypsum Product ManufacturingT,Lime and Gypsum Product ManufacturingT,
53111,53111,Lessors of Residential Buildings and Dwellings,Lessors of Residential Buildings and Dwellings,
531110,531110,Lessors of Residential Buildings and Dwellings,Lessors of Residential Buildings and Dwellings,
5311,5311,Lessors of Real EstateT,Lessors of Real EstateT,
53119,53119,Lessors of Other Real Estate Property,Lessors of Other Real Estate Property,
531190,531190,Lessors of Other Real Estate Property,Lessors of Other Real Estate Property,
53112,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Nonresidential Buildings (except Miniwarehouses),
531120,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Nonresidential Buildings (except Miniwarehouses),
533,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,
5331,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,
53311,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)T,
533110,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),
53113,53113,Lessors of Miniwarehouses and Self-Storage Units,Lessors of Miniwarehouses and Self-Storage Units,
531130,531130,Lessors of Miniwarehouses and Self-Storage Units,Lessors of Miniwarehouses and Self-Storage Units,
92112,92112,Legislative Bodies,Legislative Bodies,
921120,921120,Legislative Bodies,Legislative Bodies,
5411,5411,Legal ServicesT,Legal ServicesT,
92213,92213,Legal Counsel and Prosecution,Legal Counsel and Prosecution,
922130,922130,Legal Counsel and Prosecution,Legal Counsel and Prosecution,
3161,3161,Leather and Hide Tanning and FinishingT,Leather and Hide Tanning and FinishingT,
31611,31611,Leather and Hide Tanning and FinishingT,Leather and Hide Tanning and FinishingT,
316110,316110,Leather and Hide Tanning and Finishing,Leather and Hide Tanning and Finishing,
316,316,Leather and Allied Product ManufacturingT,Leather and Allied Product ManufacturingT,
333112,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,
4442,4442,Lawn and Garden Equipment and Supplies Stores,Lawn and Garden Equipment and Supplies Retailers,***
61163,61163,Language SchoolsT,Language SchoolsT,
611630,611630,Language Schools,Language Schools,
56173,56173,Landscaping ServicesT,Landscaping ServicesT,
561730,561730,Landscaping Services,Landscaping Services,
54132,54132,Landscape Architectural ServicesT,Landscape Architectural ServicesT,
541320,541320,Landscape Architectural Services,Landscape Architectural Services,
2372,2372,Land SubdivisionT,Land SubdivisionT,
23721,23721,Land SubdivisionT,Land SubdivisionT,
237210,237210,Land Subdivision,Land Subdivision,
32613,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape ManufacturingT","Laminated Plastics Plate, Sheet (except Packaging), and Shape ManufacturingT",
326130,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",
81393,81393,Labor Unions and Similar Labor Organizations,Labor Unions and Similar Labor Organizations,
813930,813930,Labor Unions and Similar Labor Organizations,Labor Unions and Similar Labor Organizations,
31324,31324,Knit Fabric MillsT,Knit Fabric MillsT,
313240,313240,Knit Fabric Mills,Knit Fabric Mills,
621492,621492,Kidney Dialysis Centers,Kidney Dialysis Centers,
922,922,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",
9221,9221,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",
6112,6112,Junior CollegesT,Junior CollegesT,
61121,61121,Junior CollegesT,Junior CollegesT,
611210,611210,Junior Colleges,Junior Colleges,
42394,42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",
423940,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",
33991,33991,Jewelry and Silverware ManufacturingT,Jewelry and Silverware ManufacturingT,
339910,339910,Jewelry and Silverware Manufacturing,Jewelry and Silverware Manufacturing,
56172,56172,Janitorial ServicesT,Janitorial ServicesT,
561720,561720,Janitorial Services,Janitorial Services,
334517,334517,Irradiation Apparatus Manufacturing,Irradiation Apparatus Manufacturing,
21221,21221,Iron Ore MiningT,Iron Ore MiningT,
212210,212210,Iron Ore Mining,Iron Ore Mining,
331511,331511,Iron Foundries,Iron Foundries,
33121,33121,Iron and Steel Pipe and Tube Manufacturing from Purchased SteelT,Iron and Steel Pipe and Tube Manufacturing from Purchased SteelT,
331210,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,
3311,3311,Iron and Steel Mills and Ferroalloy ManufacturingT,Iron and Steel Mills and Ferroalloy ManufacturingT,
33111,33111,Iron and Steel Mills and Ferroalloy ManufacturingT,Iron and Steel Mills and Ferroalloy ManufacturingT,
331110,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,
332111,332111,Iron and Steel Forging,Iron and Steel Forging,
325413,325413,In-Vitro Diagnostic Substance Manufacturing,In-Vitro Diagnostic Substance Manufacturing,
56161,56161,"Investigation, Guard, and Armored Car ServicesT","Investigation, Guard, and Armored Car ServicesT",
5616,5616,Investigation and Security ServicesT,Investigation and Security ServicesT,
561611,561611,Investigation Services,Investigation and Personal Background Check Services,*
4852,4852,Interurban and Rural Bus TransportationT,Interurban and Rural Bus TransportationT,
48521,48521,Interurban and Rural Bus TransportationT,Interurban and Rural Bus TransportationT,
485210,485210,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,
92812,92812,International Affairs,International Affairs,
928120,928120,International Affairs,International Affairs,
54141,54141,Interior Design ServicesT,Interior Design ServicesT,
541410,541410,Interior Design Services,Interior Design Services,
5241,5241,Insurance CarriersT,Insurance CarriersT,
524,524,Insurance Carriers and Related ActivitiesT,Insurance Carriers and Related ActivitiesT,
5251,5251,Insurance and Employee Benefit Funds,Insurance and Employee Benefit Funds,
52421,52421,Insurance Agencies and Brokerages,Insurance Agencies and Brokerages,
524210,524210,Insurance Agencies and Brokerages,Insurance Agencies and Brokerages,
334513,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
334515,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
337127,337127,Institutional Furniture Manufacturing,Institutional Furniture Manufacturing,
4832,4832,Inland Water TransportationT,Inland Water TransportationT,
48321,48321,Inland Water TransportationT,Inland Water TransportationT,
483212,483212,Inland Water Passenger Transportation,Inland Water Passenger Transportation,
483211,483211,Inland Water Freight Transportation,Inland Water Freight Transportation,
51,51,InformationT,InformationT,
332911,332911,Industrial Valve Manufacturing,Industrial Valve Manufacturing,
333924,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",
42384,42384,Industrial Supplies Merchant Wholesalers,Industrial Supplies Merchant Wholesalers,
423840,423840,Industrial Supplies Merchant Wholesalers,Industrial Supplies Merchant Wholesalers,
212322,212322,Industrial Sand Mining,Industrial Sand Mining,
333994,333994,Industrial Process Furnace and Oven Manufacturing,Industrial Process Furnace and Oven Manufacturing,
333511,333511,Industrial Mold Manufacturing,Industrial Mold Manufacturing,
3332,3332,Industrial Machinery ManufacturingT,Industrial Machinery ManufacturingT,
33324,33324,Industrial Machinery ManufacturingT,Industrial Machinery ManufacturingT,
42383,42383,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery and Equipment Merchant Wholesalers,
423830,423830,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery and Equipment Merchant Wholesalers,
812332,812332,Industrial Launderers,Industrial Launderers,
32512,32512,Industrial Gas ManufacturingT,Industrial Gas ManufacturingT,
325120,325120,Industrial Gas Manufacturing,Industrial Gas Manufacturing,
54142,54142,Industrial Design ServicesT,Industrial Design ServicesT,
541420,541420,Industrial Design Services,Industrial Design Services,
23621,23621,Industrial Building ConstructionT,Industrial Building ConstructionT,
236210,236210,Industrial Building Construction,Industrial Building Construction,
42413,42413,Industrial and Personal Service Paper Merchant Wholesalers,Industrial and Personal Service Paper Merchant Wholesalers,
424130,424130,Industrial and Personal Service Paper Merchant Wholesalers,Industrial and Personal Service Paper Merchant Wholesalers,
333413,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,
54185,54185,Outdoor AdvertisingT,Indoor and Outdoor Display AdvertisingT,*
541850,541850,Outdoor Advertising,Indoor and Outdoor Display Advertising,*
6241,6241,Individual and Family ServicesT,Individual and Family ServicesT,
7115,7115,"Independent Artists, Writers, and PerformersT","Independent Artists, Writers, and PerformersT",
71151,71151,"Independent Artists, Writers, and PerformersT","Independent Artists, Writers, and PerformersT",
711510,711510,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",
312113,312113,Ice Manufacturing,Ice Manufacturing,
31152,31152,Ice Cream and Frozen Dessert ManufacturingT,Ice Cream and Frozen Dessert ManufacturingT,
311520,311520,Ice Cream and Frozen Dessert Manufacturing,Ice Cream and Frozen Dessert Manufacturing,
221111,221111,Hydroelectric Power Generation,Hydroelectric Power Generation,
1142,1142,Hunting and TrappingT,Hunting and TrappingT,
11421,11421,Hunting and TrappingT,Hunting and TrappingT,
114210,114210,Hunting and Trapping,Hunting and Trapping,
813311,813311,Human Rights Organizations,Human Rights Organizations,
541612,541612,Human Resources Consulting Services,Human Resources Consulting Services,
42362,42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",
423620,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",
4236,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,
3352,3352,Household Appliance ManufacturingT,Household Appliance ManufacturingT,
33712,33712,Household and Institutional Furniture ManufacturingT,Household and Institutional Furniture ManufacturingT,
3371,3371,Household and Institutional Furniture and Kitchen Cabinet ManufacturingT,Household and Institutional Furniture and Kitchen Cabinet ManufacturingT,
72111,72111,Hotels (except Casino Hotels) and MotelsT,Hotels (except Casino Hotels) and MotelsT,
721110,721110,Hotels (except Casino Hotels) and Motels,Hotels (except Casino Hotels) and Motels,
622,622,HospitalsT,HospitalsT,
11292,11292,Horses and Other Equine ProductionT,Horses and Other Equine ProductionT,
112920,112920,Horses and Other Equine Production,Horses and Other Equine Production,
532283,532283,Home Health Equipment Rental,Home Health Equipment Rental,
6216,6216,Home Health Care ServicesT,Home Health Care ServicesT,
62161,62161,Home Health Care ServicesT,Home Health Care ServicesT,
621610,621610,Home Health Care Services,Home Health Care Services,
42322,42322,Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers,
423220,423220,Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers,
44411,44411,Home Centers,Home Centers,
444110,444110,Home Centers,Home Centers,
811411,811411,Home and Garden Equipment Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,
81141,81141,Home and Garden Equipment and Appliance Repair and MaintenanceT,Home and Garden Equipment and Appliance Repair and MaintenanceT,
1122,1122,Hog and Pig FarmingT,Hog and Pig FarmingT,
11221,11221,Hog and Pig FarmingT,Hog and Pig FarmingT,
112210,112210,Hog and Pig Farming,Hog and Pig Farming,
621491,621491,HMO Medical Centers,HMO Medical Centers,
71212,71212,Historical SitesT,Historical SitesT,
712120,712120,Historical Sites,Historical Sites,
2373,2373,"Highway, Street, and Bridge ConstructionT","Highway, Street, and Bridge ConstructionT",
23731,23731,"Highway, Street, and Bridge ConstructionT","Highway, Street, and Bridge ConstructionT",
237310,237310,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",
33612,33612,Heavy Duty Truck ManufacturingT,Heavy Duty Truck ManufacturingT,
336120,336120,Heavy Duty Truck Manufacturing,Heavy Duty Truck Manufacturing,
237,237,Heavy and Civil Engineering ConstructionT,Heavy and Civil Engineering ConstructionT,
333414,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Heating Equipment (except Warm Air Furnaces) Manufacturing,
62,62,Health Care and Social AssistanceT,Health Care and Social AssistanceT,
52512,52512,Health and Welfare Funds,Health and Welfare Funds,
525120,525120,Health and Welfare Funds,Health and Welfare Funds,
562211,562211,Hazardous Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,
562112,562112,Hazardous Waste Collection,Hazardous Waste Collection,
11194,11194,Hay FarmingT,Hay FarmingT,
111940,111940,Hay Farming,Hay Farming,
321211,321211,Hardwood Veneer and Plywood Manufacturing,Hardwood Veneer and Plywood Manufacturing,
4237,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",
42371,42371,Hardware Merchant Wholesalers,Hardware Merchant Wholesalers,
423710,423710,Hardware Merchant Wholesalers,Hardware Merchant Wholesalers,
3325,3325,Hardware ManufacturingT,Hardware ManufacturingT,
33251,33251,Hardware ManufacturingT,Hardware ManufacturingT,
332510,332510,Hardware Manufacturing,Hardware Manufacturing,
81211,81211,"Hair, Nail, and Skin Care Services","Hair, Nail, and Skin Care Services",
32742,32742,Gypsum Product ManufacturingT,Gypsum Product ManufacturingT,
327420,327420,Gypsum Product Manufacturing,Gypsum Product Manufacturing,
336415,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
336414,336414,Guided Missile and Space Vehicle Manufacturing,Guided Missile and Space Vehicle Manufacturing,
327992,327992,Ground or Treated Mineral and Earth Manufacturing,Ground or Treated Mineral and Earth Manufacturing,
4244,4244,Grocery and Related Product Merchant Wholesalers,Grocery and Related Product Merchant Wholesalers,
4451,4451,Grocery Stores,Grocery and Convenience Retailers,****
1114,1114,"Greenhouse, Nursery, and Floriculture ProductionT","Greenhouse, Nursery, and Floriculture ProductionT",
54143,54143,Graphic Design ServicesT,Graphic Design ServicesT,
541430,541430,Graphic Design Services,Graphic Design Services,
111332,111332,Grape Vineyards,Grape Vineyards,
813211,813211,Grantmaking Foundations,Grantmaking Foundations,
8132,8132,Grantmaking and Giving Services,Grantmaking and Giving Services,
81321,81321,Grantmaking and Giving Services,Grantmaking and Giving Services,
3112,3112,Grain and Oilseed MillingT,Grain and Oilseed MillingT,
42451,42451,Grain and Field Bean Merchant Wholesalers,Grain and Field Bean Merchant Wholesalers,
424510,424510,Grain and Field Bean Merchant Wholesalers,Grain and Field Bean Merchant Wholesalers,
71391,71391,Golf Courses and Country ClubsT,Golf Courses and Country ClubsT,
713910,713910,Golf Courses and Country Clubs,Golf Courses and Country Clubs,
21222,21222,Gold Ore and Silver Ore MiningT,Gold Ore and Silver Ore MiningT,
11242,11242,Goat FarmingT,Goat FarmingT,
112420,112420,Goat Farming,Goat Farming,
327215,327215,Glass Product Manufacturing Made of Purchased Glass,Glass Product Manufacturing Made of Purchased Glass,
327213,327213,Glass Container Manufacturing,Glass Container Manufacturing,
23815,23815,Glass and Glazing Contractors,Glass and Glazing Contractors,
238150,238150,Glass and Glazing Contractors,Glass and Glazing Contractors,
3272,3272,Glass and Glass Product ManufacturingT,Glass and Glass Product ManufacturingT,
32721,32721,Glass and Glass Product ManufacturingT,Glass and Glass Product ManufacturingT,
221116,221116,Geothermal Electric Power Generation,Geothermal Electric Power Generation,
54136,54136,Geophysical Surveying and Mapping ServicesT,Geophysical Surveying and Mapping ServicesT,
541360,541360,Geophysical Surveying and Mapping Services,Geophysical Surveying and Mapping Services,
49311,49311,General Warehousing and StorageT,General Warehousing and StorageT,
493110,493110,General Warehousing and Storage,General Warehousing and Storage,
5323,5323,General Rental CentersT,General Rental CentersT,
53231,53231,General Rental CentersT,General Rental CentersT,
532310,532310,General Rental Centers,General Rental Centers,
6221,6221,General Medical and Surgical HospitalsT,General Medical and Surgical HospitalsT,
62211,62211,General Medical and Surgical HospitalsT,General Medical and Surgical HospitalsT,
622110,622110,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,
42441,42441,General Line Grocery Merchant Wholesalers,General Line Grocery Merchant Wholesalers,
424410,424410,General Line Grocery Merchant Wholesalers,General Line Grocery Merchant Wholesalers,
4841,4841,General Freight TruckingT,General Freight TruckingT,
48412,48412,"General Freight Trucking, Long-DistanceT","General Freight Trucking, Long-DistanceT",
484121,484121,"General Freight Trucking, Long-Distance, Truckload","General Freight Trucking, Long-Distance, Truckload",
484122,484122,"General Freight Trucking, Long-Distance, Less Than Truckload","General Freight Trucking, Long-Distance, Less Than Truckload",
48411,48411,"General Freight Trucking, LocalT","General Freight Trucking, LocalT",
484110,484110,"General Freight Trucking, Local","General Freight Trucking, Local",
811111,811111,General Automotive Repair,General Automotive Repair,
339991,339991,"Gasket, Packing, and Sealing Device Manufacturing","Gasket, Packing, and Sealing Device Manufacturing",
7132,7132,Gambling IndustriesT,Gambling IndustriesT,
42321,42321,Furniture Merchant Wholesalers,Furniture Merchant Wholesalers,
423210,423210,Furniture Merchant Wholesalers,Furniture Merchant Wholesalers,
337,337,Furniture and Related Product ManufacturingT,Furniture and Related Product ManufacturingT,
4232,4232,Furniture and Home Furnishing Merchant Wholesalers,Furniture and Home Furnishing Merchant Wholesalers,
11293,11293,Fur-Bearing Animal and Rabbit ProductionT,Fur-Bearing Animal and Rabbit ProductionT,
112930,112930,Fur-Bearing Animal and Rabbit Production,Fur-Bearing Animal and Rabbit Production,
81221,81221,Funeral Homes and Funeral Services,Funeral Homes and Funeral Services,
812210,812210,Funeral Homes and Funeral Services,Funeral Homes and Funeral Services,
525,525,"Funds, Trusts, and Other Financial Vehicles","Funds, Trusts, and Other Financial Vehicles",
722511,722511,Full-Service Restaurants,Full-Service Restaurants,
44523,44523,Fruit and Vegetable Markets,Fruit and Vegetable Retailers,*
445230,445230,Fruit and Vegetable Markets,Fruit and Vegetable Retailers,*
3114,3114,Fruit and Vegetable Preserving and Specialty Food ManufacturingT,Fruit and Vegetable Preserving and Specialty Food ManufacturingT,
31142,31142,"Fruit and Vegetable Canning, Pickling, and DryingT","Fruit and Vegetable Canning, Pickling, and DryingT",
311421,311421,Fruit and Vegetable Canning,Fruit and Vegetable Canning,
1113,1113,Fruit and Tree Nut FarmingT,Fruit and Tree Nut FarmingT,
111336,111336,Fruit and Tree Nut Combination Farming,Fruit and Tree Nut Combination Farming,
311412,311412,Frozen Specialty Food Manufacturing,Frozen Specialty Food Manufacturing,
311411,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Frozen Fruit, Juice, and Vegetable Manufacturing",
31141,31141,Frozen Food ManufacturingT,Frozen Food ManufacturingT,
311813,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing","Frozen Cakes, Pies, and Other Pastries Manufacturing",
42448,42448,Fresh Fruit and Vegetable Merchant Wholesalers,Fresh Fruit and Vegetable Merchant Wholesalers,
424480,424480,Fresh Fruit and Vegetable Merchant Wholesalers,Fresh Fruit and Vegetable Merchant Wholesalers,
4885,4885,Freight Transportation ArrangementT,Freight Transportation ArrangementT,
48851,48851,Freight Transportation ArrangementT,Freight Transportation ArrangementT,
488510,488510,Freight Transportation Arrangement,Freight Transportation Arrangement,
621493,621493,Freestanding Ambulatory Surgical and Emergency Centers,Freestanding Ambulatory Surgical and Emergency Centers,
23813,23813,Framing Contractors,Framing Contractors,
238130,238130,Framing Contractors,Framing Contractors,
3315,3315,FoundriesT,FoundriesT,
2381,2381,"Foundation, Structure, and Building Exterior ContractorsT","Foundation, Structure, and Building Exterior ContractorsT",
221112,221112,Fossil Fuel Electric Power Generation,Fossil Fuel Electric Power Generation,
532281,532281,Formal Wear and Costume Rental,Formal Wear and Costume Rental,
3321,3321,Forging and StampingT,Forging and StampingT,
33211,33211,Forging and StampingT,Forging and StampingT,
113,113,Forestry and LoggingT,Forestry and LoggingT,
1132,1132,Forest Nurseries and Gathering of Forest ProductsT,Forest Nurseries and Gathering of Forest ProductsT,
11321,11321,Forest Nurseries and Gathering of Forest ProductsT,Forest Nurseries and Gathering of Forest ProductsT,
113210,113210,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products,
42434,42434,Footwear Merchant Wholesalers,Footwear Merchant Wholesalers,
424340,424340,Footwear Merchant Wholesalers,Footwear Merchant Wholesalers,
3162,3162,Footwear ManufacturingT,Footwear ManufacturingT,
31621,31621,Footwear ManufacturingT,Footwear ManufacturingT,
316210,316210,Footwear Manufacturing,Footwear Manufacturing,
81143,81143,Footwear and Leather Goods RepairT,Footwear and Leather Goods RepairT,
811430,811430,Footwear and Leather Goods Repair,Footwear and Leather Goods Repair,
722,722,Food Services and Drinking PlacesT,Food Services and Drinking PlacesT,
72231,72231,Food Service ContractorsT,Food Service ContractorsT,
722310,722310,Food Service Contractors,Food Service Contractors,
333241,333241,Food Product Machinery Manufacturing,Food Product Machinery Manufacturing,
311,311,Food ManufacturingT,Food ManufacturingT,
11141,11141,Food Crops Grown Under CoverT,Food Crops Grown Under CoverT,
445,445,Food and Beverage Stores,Food and Beverage Retailers,****
322212,322212,Folding Paperboard Box Manufacturing,Folding Paperboard Box Manufacturing,
332912,332912,Fluid Power Valve and Hose Fitting Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing,
333996,333996,Fluid Power Pump and Motor Manufacturing,Fluid Power Pump and Motor Manufacturing,
333995,333995,Fluid Power Cylinder and Actuator Manufacturing,Fluid Power Cylinder and Actuator Manufacturing,
311511,311511,Fluid Milk Manufacturing,Fluid Milk Manufacturing,
42493,42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",
424930,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",
31121,31121,Flour Milling and Malt ManufacturingT,Flour Milling and Malt ManufacturingT,
311211,311211,Flour Milling,Flour Milling,
111422,111422,Floriculture Production,Floriculture Production,
23833,23833,Flooring ContractorsT,Flooring ContractorsT,
238330,238330,Flooring Contractors,Flooring Contractors,
611512,611512,Flight Training,Flight Training,
31193,31193,Flavoring Syrup and Concentrate ManufacturingT,Flavoring Syrup and Concentrate ManufacturingT,
311930,311930,Flavoring Syrup and Concentrate Manufacturing,Flavoring Syrup and Concentrate Manufacturing,
327211,327211,Flat Glass Manufacturing,Flat Glass Manufacturing,
71394,71394,Fitness and Recreational Sports CentersT,Fitness and Recreational Sports CentersT,
713940,713940,Fitness and Recreational Sports Centers,Fitness and Recreational Sports Centers,
1141,1141,FishingT,FishingT,
11411,11411,FishingT,FishingT,
114,114,"Fishing, Hunting and TrappingT","Fishing, Hunting and TrappingT",
42446,42446,Fish and Seafood Merchant Wholesalers,Fish and Seafood Merchant Wholesalers,
